# Gene Family	SampleBacterial_Chemotaxis_Abundance-CPM
UniRef50_UPI0003B4AD38: chemotaxis protein CheA	149.042
UniRef50_UPI0003B4AD38: chemotaxis protein CheA|unclassified	149.042
UniRef50_A8F472: Periplasmic binding protein/LacI transcriptional regulator	147.717
UniRef50_A8F472: Periplasmic binding protein/LacI transcriptional regulator|unclassified	147.717
UniRef50_W4SQS5	147.595
UniRef50_W4SQS5|unclassified	147.595
UniRef50_UPI0003FD3A35: hypothetical protein	146.808
UniRef50_UPI0003FD3A35: hypothetical protein|unclassified	146.808
UniRef50_UPI00047630B7: hypothetical protein, partial	146.771
UniRef50_UPI00047630B7: hypothetical protein, partial|unclassified	146.771
UniRef50_UPI00016C4BDC: Protein-glutamate O-methyltransferase	146.744
UniRef50_UPI00016C4BDC: Protein-glutamate O-methyltransferase|unclassified	146.744
UniRef50_A0A011R438	146.728
UniRef50_A0A011R438|unclassified	146.728
UniRef50_UPI0003816F8F: hypothetical protein	146.102
UniRef50_UPI0003816F8F: hypothetical protein|unclassified	146.102
UniRef50_D6Y589: Periplasmic binding protein/LacI transcriptional regulator	145.872
UniRef50_D6Y589: Periplasmic binding protein/LacI transcriptional regulator|unclassified	145.872
UniRef50_UPI0002557C32: methyl-accepting chemotaxis protein	145.681
UniRef50_UPI0002557C32: methyl-accepting chemotaxis protein|unclassified	145.681
UniRef50_UPI00047C2F87: hypothetical protein	144.823
UniRef50_UPI00047C2F87: hypothetical protein|unclassified	144.823
UniRef50_UPI000365857C: hypothetical protein, partial	144.562
UniRef50_UPI000365857C: hypothetical protein, partial|unclassified	144.562
UniRef50_UPI0004660183: membrane protein	144.243
UniRef50_UPI0004660183: membrane protein|unclassified	144.243
UniRef50_W4RZV0: Methyl-accepting chemotaxis protein	143.672
UniRef50_W4RZV0: Methyl-accepting chemotaxis protein|unclassified	143.672
UniRef50_H6LKM9: Chemotaxis protein CheX	143.342
UniRef50_H6LKM9: Chemotaxis protein CheX|unclassified	143.342
UniRef50_J7B381: Flagellar motor switch protein FliM	143.291
UniRef50_J7B381: Flagellar motor switch protein FliM|unclassified	143.291
UniRef50_UPI00036821B2: hypothetical protein	143.011
UniRef50_UPI00036821B2: hypothetical protein|unclassified	143.011
UniRef50_UPI000465FF4A: chemotaxis protein CheW	142.491
UniRef50_UPI000465FF4A: chemotaxis protein CheW|unclassified	142.491
UniRef50_B1FRP2	142.257
UniRef50_B1FRP2|unclassified	142.257
UniRef50_Q220A0: Probable chemoreceptor glutamine deamidase CheD 2	142.085
UniRef50_Q220A0: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	142.085
UniRef50_UPI0003B591FF: chemotaxis protein	141.964
UniRef50_UPI0003B591FF: chemotaxis protein|unclassified	141.964
UniRef50_UPI0003604C27: hypothetical protein	141.787
UniRef50_UPI0003604C27: hypothetical protein|unclassified	141.787
UniRef50_UPI0001B4375B: hypothetical protein, partial	141.58
UniRef50_UPI0001B4375B: hypothetical protein, partial|unclassified	141.58
UniRef50_U3U1H4: Methyl-accepting chemotaxis sensory transducer	141.456
UniRef50_U3U1H4: Methyl-accepting chemotaxis sensory transducer|unclassified	141.456
UniRef50_Q2LSK9: Probable chemoreceptor glutamine deamidase CheD 1	141.053
UniRef50_Q2LSK9: Probable chemoreceptor glutamine deamidase CheD 1|unclassified	141.053
UniRef50_UPI00047ECFF9: chemotaxis protein CheR	140.949
UniRef50_UPI00047ECFF9: chemotaxis protein CheR|unclassified	140.949
UniRef50_UPI000346475A: hypothetical protein	140.908
UniRef50_UPI000346475A: hypothetical protein|unclassified	140.908
UniRef50_Q5V0B3: Chemotaxis response regulator protein-glutamate methylesterase	139.099
UniRef50_Q5V0B3: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	139.099
UniRef50_UPI000360E419: hypothetical protein	138.878
UniRef50_UPI000360E419: hypothetical protein|unclassified	138.878
UniRef50_UPI0002F7B970: hypothetical protein	137.824
UniRef50_UPI0002F7B970: hypothetical protein|unclassified	137.824
UniRef50_A6M1Q7: D-galactose-binding periplasmic protein	137.767
UniRef50_A6M1Q7: D-galactose-binding periplasmic protein|unclassified	137.767
UniRef50_UPI0002630755: methyl-accepting chemotaxis protein, partial	137.391
UniRef50_UPI0002630755: methyl-accepting chemotaxis protein, partial|unclassified	137.391
UniRef50_X1DPG2: Marine sediment metagenome DNA, contig: S01H4_S14600	137.222
UniRef50_X1DPG2: Marine sediment metagenome DNA, contig: S01H4_S14600|unclassified	137.222
UniRef50_UPI00035EE41A: hypothetical protein, partial	137.021
UniRef50_UPI00035EE41A: hypothetical protein, partial|unclassified	137.021
UniRef50_UPI00047D45AD: hypothetical protein, partial	136.781
UniRef50_UPI00047D45AD: hypothetical protein, partial|unclassified	136.781
UniRef50_A1WNV9: Periplasmic binding protein/LacI transcriptional regulator	136.758
UniRef50_A1WNV9: Periplasmic binding protein/LacI transcriptional regulator|unclassified	136.758
UniRef50_UPI0003828264: hypothetical protein	136.635
UniRef50_UPI0003828264: hypothetical protein|unclassified	136.635
UniRef50_B1Y4R6: Cache type 2 domain protein	136.49
UniRef50_B1Y4R6: Cache type 2 domain protein|unclassified	136.49
UniRef50_UPI000288D1D3: methyl-accepting chemotaxis protein	136.328
UniRef50_UPI000288D1D3: methyl-accepting chemotaxis protein|unclassified	136.328
UniRef50_A1WJM2: Periplasmic binding protein/LacI transcriptional regulator	136.147
UniRef50_A1WJM2: Periplasmic binding protein/LacI transcriptional regulator|unclassified	136.147
UniRef50_W4T266	135.809
UniRef50_W4T266|unclassified	135.809
UniRef50_Q0AWZ8: Chemotaxis response regulator protein-glutamate methylesterase 3	135.071
UniRef50_Q0AWZ8: Chemotaxis response regulator protein-glutamate methylesterase 3|unclassified	135.071
UniRef50_UPI00036F359E: hypothetical protein	134.988
UniRef50_UPI00036F359E: hypothetical protein|unclassified	134.988
UniRef50_Q0B8U7	134.973
UniRef50_Q0B8U7|unclassified	134.973
UniRef50_UPI00046D6D7E: hypothetical protein	134.831
UniRef50_UPI00046D6D7E: hypothetical protein|unclassified	134.831
UniRef50_UPI0004748546: histidine kinase	134.635
UniRef50_UPI0004748546: histidine kinase|unclassified	134.635
UniRef50_UPI00034CF51D: hypothetical protein	134.13
UniRef50_UPI00034CF51D: hypothetical protein|unclassified	134.13
UniRef50_UPI0001CBF012: methyl-accepting chemotaxis protein, partial	133.694
UniRef50_UPI0001CBF012: methyl-accepting chemotaxis protein, partial|unclassified	133.694
UniRef50_A9CKY3: ABC transporter, substrate binding protein (Ribose)	133.552
UniRef50_A9CKY3: ABC transporter, substrate binding protein (Ribose)|unclassified	133.552
UniRef50_A0A011PTM7	133.513
UniRef50_A0A011PTM7|unclassified	133.513
UniRef50_UPI00037693E3: hypothetical protein	133.469
UniRef50_UPI00037693E3: hypothetical protein|unclassified	133.469
UniRef50_E8T990: Periplasmic binding protein/LacI transcriptional regulator	133.426
UniRef50_E8T990: Periplasmic binding protein/LacI transcriptional regulator|unclassified	133.426
UniRef50_UPI00037C801D: hypothetical protein, partial	133.359
UniRef50_UPI00037C801D: hypothetical protein, partial|unclassified	133.359
UniRef50_A3FIJ1: Chemotaxis signal transduction protein	133.353
UniRef50_A3FIJ1: Chemotaxis signal transduction protein|unclassified	133.353
UniRef50_UPI0003D29FFE: chemotaxis protein histidine kinase	133.053
UniRef50_UPI0003D29FFE: chemotaxis protein histidine kinase|unclassified	133.053
UniRef50_F0E479: Methyl-accepting chemotaxis sensory transducer (Fragment)	132.982
UniRef50_F0E479: Methyl-accepting chemotaxis sensory transducer (Fragment)|unclassified	132.982
UniRef50_UPI0003B3964F: chemotaxis protein	132.747
UniRef50_UPI0003B3964F: chemotaxis protein|unclassified	132.747
UniRef50_Q07QN3: Cache, type 2	132.564
UniRef50_Q07QN3: Cache, type 2|unclassified	132.564
UniRef50_W6S0B1: CheC domain protein	132.441
UniRef50_W6S0B1: CheC domain protein|unclassified	132.441
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator	132.363
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator|unclassified	132.363
UniRef50_R5TUF4	131.75
UniRef50_R5TUF4|unclassified	131.75
UniRef50_K8D8A2	131.633
UniRef50_K8D8A2|unclassified	131.633
UniRef50_UPI00046D27CE: chemotaxis protein CheY	131.53
UniRef50_UPI00046D27CE: chemotaxis protein CheY|unclassified	131.53
UniRef50_UPI00046405B4: Tar	130.914
UniRef50_UPI00046405B4: Tar|unclassified	130.914
UniRef50_UPI000472439D: hypothetical protein	130.815
UniRef50_UPI000472439D: hypothetical protein|unclassified	130.815
UniRef50_D2QXD6: CheC, inhibitor of MCP methylation	130.642
UniRef50_D2QXD6: CheC, inhibitor of MCP methylation|unclassified	130.642
UniRef50_B2TNA6: D-galactose-binding periplasmic protein	130.58
UniRef50_B2TNA6: D-galactose-binding periplasmic protein|unclassified	130.58
UniRef50_UPI0004640BF6: chemotaxis protein CheA	130.386
UniRef50_UPI0004640BF6: chemotaxis protein CheA|unclassified	130.386
UniRef50_W7WBI7	130.092
UniRef50_W7WBI7|unclassified	130.092
UniRef50_Q4UUA8	129.877
UniRef50_Q4UUA8|unclassified	129.877
UniRef50_UPI00039B43B8: chemotaxis protein CheY	129.767
UniRef50_UPI00039B43B8: chemotaxis protein CheY|unclassified	129.767
UniRef50_UPI00039D4823: chemotaxis protein	129.448
UniRef50_UPI00039D4823: chemotaxis protein|unclassified	129.448
UniRef50_UPI000420E82E: hypothetical protein	129.258
UniRef50_UPI000420E82E: hypothetical protein|unclassified	129.258
UniRef50_UPI00046524C3: hypothetical protein	129.078
UniRef50_UPI00046524C3: hypothetical protein|unclassified	129.078
UniRef50_UPI00037ED34B: hypothetical protein	128.662
UniRef50_UPI00037ED34B: hypothetical protein|unclassified	128.662
UniRef50_UPI00046D2CF2: hypothetical protein	128.603
UniRef50_UPI00046D2CF2: hypothetical protein|unclassified	128.603
UniRef50_UPI000478672F: hypothetical protein	128.462
UniRef50_UPI000478672F: hypothetical protein|unclassified	128.462
UniRef50_UPI000289E64E: chemotaxis protein CheW	128.375
UniRef50_UPI000289E64E: chemotaxis protein CheW|unclassified	128.375
UniRef50_UPI0003758E1A: hypothetical protein	128.287
UniRef50_UPI0003758E1A: hypothetical protein|unclassified	128.287
UniRef50_UPI00028910C6: methyl-accepting chemotaxis sensory transducer	127.252
UniRef50_UPI00028910C6: methyl-accepting chemotaxis sensory transducer|unclassified	127.252
UniRef50_F3GI78: Chemotaxis sensory transducer (Fragment)	126.922
UniRef50_F3GI78: Chemotaxis sensory transducer (Fragment)|unclassified	126.922
UniRef50_UPI00026272A3: CheW protein	126.683
UniRef50_UPI00026272A3: CheW protein|unclassified	126.683
UniRef50_D7H8Y5: Predicted protein	126.559
UniRef50_D7H8Y5: Predicted protein|unclassified	126.559
UniRef50_UPI00036DB0FA: chemotaxis protein CheA, partial	126.115
UniRef50_UPI00036DB0FA: chemotaxis protein CheA, partial|unclassified	126.115
UniRef50_D5WK72: Periplasmic binding protein/LacI transcriptional regulator	125.548
UniRef50_D5WK72: Periplasmic binding protein/LacI transcriptional regulator|unclassified	125.548
UniRef50_UPI00037831EB: hypothetical protein	125.435
UniRef50_UPI00037831EB: hypothetical protein|unclassified	125.435
UniRef50_UPI0004780CE3: hypothetical protein, partial	125.406
UniRef50_UPI0004780CE3: hypothetical protein, partial|unclassified	125.406
UniRef50_A0A011R419	125.347
UniRef50_A0A011R419|unclassified	125.347
UniRef50_Q2SFK0: Chemotaxis response regulator protein-glutamate methylesterase 3	125.136
UniRef50_Q2SFK0: Chemotaxis response regulator protein-glutamate methylesterase 3|unclassified	125.136
UniRef50_UPI00016ABF87: methyl-accepting chemotaxis protein, partial	125.135
UniRef50_UPI00016ABF87: methyl-accepting chemotaxis protein, partial|unclassified	125.135
UniRef50_UPI00047DCBCE: hypothetical protein	125.081
UniRef50_UPI00047DCBCE: hypothetical protein|unclassified	125.081
UniRef50_E3E6M6: CheC-like protein	124.65
UniRef50_E3E6M6: CheC-like protein|unclassified	124.65
UniRef50_A3ZPG3	124.553
UniRef50_A3ZPG3|unclassified	124.553
UniRef50_UPI000377772E: hypothetical protein	124.335
UniRef50_UPI000377772E: hypothetical protein|unclassified	124.335
UniRef50_A4XJ12: CheC domain protein	123.79
UniRef50_A4XJ12: CheC domain protein|unclassified	123.79
UniRef50_A4XGJ5: Response regulator receiver protein	123.545
UniRef50_A4XGJ5: Response regulator receiver protein|unclassified	123.545
UniRef50_B3PJ59	123.411
UniRef50_B3PJ59|unclassified	123.411
UniRef50_I3X2G5: D-ribose-binding protein RbsB	123.407
UniRef50_I3X2G5: D-ribose-binding protein RbsB|unclassified	123.407
UniRef50_F3KA56: Methyl-accepting chemotaxis protein (Fragment)	123.271
UniRef50_F3KA56: Methyl-accepting chemotaxis protein (Fragment)|unclassified	123.271
UniRef50_UPI0003630A15: chemotaxis protein CheA	122.585
UniRef50_UPI0003630A15: chemotaxis protein CheA|unclassified	122.585
UniRef50_R6TJ96: Sugar-binding domain protein	122.576
UniRef50_R6TJ96: Sugar-binding domain protein|unclassified	122.576
UniRef50_UPI0003A8661F: hypothetical protein	122.494
UniRef50_UPI0003A8661F: hypothetical protein|unclassified	122.494
UniRef50_UPI0003643C28: hypothetical protein	122.301
UniRef50_UPI0003643C28: hypothetical protein|unclassified	122.301
UniRef50_UPI000369D793: hypothetical protein	122.097
UniRef50_UPI000369D793: hypothetical protein|unclassified	122.097
UniRef50_W9H0S0: Chemotaxis protein CheC	121.716
UniRef50_W9H0S0: Chemotaxis protein CheC|unclassified	121.716
UniRef50_UPI00042397A9: chemotaxis protein	121.658
UniRef50_UPI00042397A9: chemotaxis protein|unclassified	121.658
UniRef50_UPI00039B70C4: hypothetical protein	121.36
UniRef50_UPI00039B70C4: hypothetical protein|unclassified	121.36
UniRef50_R8ZL02	121.27
UniRef50_R8ZL02|unclassified	121.27
UniRef50_R5HI19	121.128
UniRef50_R5HI19|unclassified	121.128
UniRef50_D1AHW4: Periplasmic binding protein/LacI transcriptional regulator	120.945
UniRef50_D1AHW4: Periplasmic binding protein/LacI transcriptional regulator|unclassified	120.945
UniRef50_UPI00046527EC: hypothetical protein	120.023
UniRef50_UPI00046527EC: hypothetical protein|unclassified	120.023
UniRef50_L7GUF7: Chemotaxis protein (Fragment)	119.923
UniRef50_L7GUF7: Chemotaxis protein (Fragment)|unclassified	119.923
UniRef50_UPI0003B580A9: chemotaxis protein CheR	119.511
UniRef50_UPI0003B580A9: chemotaxis protein CheR|unclassified	119.511
UniRef50_UPI0003626E85: PhoB family transcriptional regulator	118.519
UniRef50_UPI0003626E85: PhoB family transcriptional regulator|unclassified	118.519
UniRef50_UPI0003B7A619: chemotaxis protein CheA	118.362
UniRef50_UPI0003B7A619: chemotaxis protein CheA|unclassified	118.362
UniRef50_D9STC1: Periplasmic binding protein/LacI transcriptional regulator	118.23
UniRef50_D9STC1: Periplasmic binding protein/LacI transcriptional regulator|unclassified	118.23
UniRef50_A0A011PMM9: Ribose and galactose chemoreceptor protein	118.219
UniRef50_A0A011PMM9: Ribose and galactose chemoreceptor protein|unclassified	118.219
UniRef50_UPI00046491BC: chemotaxis protein	117.972
UniRef50_UPI00046491BC: chemotaxis protein|unclassified	117.972
UniRef50_O73976	117.898
UniRef50_O73976|unclassified	117.898
UniRef50_G9XDS3	117.865
UniRef50_G9XDS3|unclassified	117.865
UniRef50_UPI00047809D3: hypothetical protein, partial	117.628
UniRef50_UPI00047809D3: hypothetical protein, partial|unclassified	117.628
UniRef50_Q312Z9: CheC domain protein	117.05
UniRef50_Q312Z9: CheC domain protein|unclassified	117.05
UniRef50_Q8EEQ1: Probable chemoreceptor glutamine deamidase CheD 2	116.878
UniRef50_Q8EEQ1: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	116.878
UniRef50_A0L8I4: Inhibitor of MCP methylation-like protein	116.854
UniRef50_A0L8I4: Inhibitor of MCP methylation-like protein|unclassified	116.854
UniRef50_UPI0003672B00: hypothetical protein, partial	116.002
UniRef50_UPI0003672B00: hypothetical protein, partial|unclassified	116.002
UniRef50_UPI000226002C: hypothetical protein	115.894
UniRef50_UPI000226002C: hypothetical protein|unclassified	115.894
UniRef50_UPI00047BB7DC: hypothetical protein	115.794
UniRef50_UPI00047BB7DC: hypothetical protein|unclassified	115.794
UniRef50_UPI000262B012: chemotaxis protein	115.348
UniRef50_UPI000262B012: chemotaxis protein|unclassified	115.348
UniRef50_V1DFF7	115.129
UniRef50_V1DFF7|unclassified	115.129
UniRef50_UPI0004265125: hypothetical protein	115.108
UniRef50_UPI0004265125: hypothetical protein|unclassified	115.108
UniRef50_B3E953	114.681
UniRef50_B3E953|unclassified	114.681
UniRef50_UPI000475A2CD: chemotaxis protein, partial	113.709
UniRef50_UPI000475A2CD: chemotaxis protein, partial|unclassified	113.709
UniRef50_UPI00047DB86E: chemotaxis protein CheD	113.538
UniRef50_UPI00047DB86E: chemotaxis protein CheD|unclassified	113.538
UniRef50_UPI0004634440: MULTISPECIES: chemotaxis protein	113.512
UniRef50_UPI0004634440: MULTISPECIES: chemotaxis protein|unclassified	113.512
UniRef50_UPI00036A17D3: hypothetical protein, partial	111.596
UniRef50_UPI00036A17D3: hypothetical protein, partial|unclassified	111.596
UniRef50_UPI00046F184C: hypothetical protein	111.386
UniRef50_UPI00046F184C: hypothetical protein|unclassified	111.386
UniRef50_UPI0003813DA7: hypothetical protein	111.061
UniRef50_UPI0003813DA7: hypothetical protein|unclassified	111.061
UniRef50_A0L6L7: Putative chemotaxis protein CheX	110.916
UniRef50_A0L6L7: Putative chemotaxis protein CheX|unclassified	110.916
UniRef50_UPI0003C7BBF7: hypothetical protein	110.906
UniRef50_UPI0003C7BBF7: hypothetical protein|unclassified	110.906
UniRef50_D9SVP2: D-galactose-binding periplasmic protein	110.462
UniRef50_D9SVP2: D-galactose-binding periplasmic protein|unclassified	110.462
UniRef50_UPI0001BF6D72: hypothetical protein SMAC_11667, partial	110.414
UniRef50_UPI0001BF6D72: hypothetical protein SMAC_11667, partial|unclassified	110.414
