# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-CPM
UniRef50_UPI000374321E: hypothetical protein	52.4491
UniRef50_UPI000374321E: hypothetical protein|unclassified	52.4491
UniRef50_UPI00035E83FF: hypothetical protein	52.4425
UniRef50_UPI00035E83FF: hypothetical protein|unclassified	52.4425
UniRef50_UPI0003780B98: hypothetical protein	51.8436
UniRef50_UPI0003780B98: hypothetical protein|unclassified	51.8436
UniRef50_E3I1A9	51.2629
UniRef50_E3I1A9|unclassified	51.2629
UniRef50_Q8KTQ9: Argininosuccinate lyase	51.1571
UniRef50_Q8KTQ9: Argininosuccinate lyase|unclassified	51.1571
UniRef50_UPI00040BC4CE: hypothetical protein	51.1406
UniRef50_UPI00040BC4CE: hypothetical protein|unclassified	51.1406
UniRef50_E9C3E9	50.3131
UniRef50_E9C3E9|unclassified	50.3131
UniRef50_UPI00028A0B25: succinyl-diaminopimelate desuccinylase	50.248
UniRef50_UPI00028A0B25: succinyl-diaminopimelate desuccinylase|unclassified	50.248
UniRef50_W1X4M4: Membrane protein (Fragment)	49.041
UniRef50_W1X4M4: Membrane protein (Fragment)|unclassified	49.041
UniRef50_UPI00044097F3: ornithine-oxo-acid aminotransferase	49.0339
UniRef50_UPI00044097F3: ornithine-oxo-acid aminotransferase|unclassified	49.0339
UniRef50_UPI0003609FD8: hypothetical protein, partial	48.3448
UniRef50_UPI0003609FD8: hypothetical protein, partial|unclassified	48.3448
UniRef50_A0A028X0W8: N-acetyl-gamma-glutamyl-phosphate reductase family protein	48.2839
UniRef50_A0A028X0W8: N-acetyl-gamma-glutamyl-phosphate reductase family protein|unclassified	48.2839
UniRef50_R6KS87	48.1619
UniRef50_R6KS87|unclassified	48.1619
UniRef50_UPI00016C5567: acetyltransferase	47.8677
UniRef50_UPI00016C5567: acetyltransferase|unclassified	47.8677
UniRef50_F7Y223: Aminotransferase class-III	47.7935
UniRef50_F7Y223: Aminotransferase class-III|unclassified	47.7935
UniRef50_UPI0003B6AB2C: GNAT family acetyltransferase	47.2424
UniRef50_UPI0003B6AB2C: GNAT family acetyltransferase|unclassified	47.2424
UniRef50_C1F4F3: Arginine repressor	47.2169
UniRef50_C1F4F3: Arginine repressor|unclassified	47.2169
UniRef50_K2CSG9: Peptidase	46.9718
UniRef50_K2CSG9: Peptidase|unclassified	46.9718
UniRef50_UPI0003788BC5: hypothetical protein	46.6659
UniRef50_UPI0003788BC5: hypothetical protein|unclassified	46.6659
UniRef50_Q9YBY9: Acetylglutamate/acetylaminoadipate kinase	46.5471
UniRef50_Q9YBY9: Acetylglutamate/acetylaminoadipate kinase|unclassified	46.5471
UniRef50_Q02BF3	46.3974
UniRef50_Q02BF3|unclassified	46.3974
UniRef50_K7Z5D3	45.4161
UniRef50_K7Z5D3|unclassified	45.4161
UniRef50_U4BRW3	45.4128
UniRef50_U4BRW3|unclassified	45.4128
UniRef50_E0XSR2: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase and related deacylases	45.3531
UniRef50_E0XSR2: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase and related deacylases|unclassified	45.3531
UniRef50_J0QW85	45.2959
UniRef50_J0QW85|unclassified	45.2959
UniRef50_UPI000463910F: Xaa-His dipeptidase	45.249
UniRef50_UPI000463910F: Xaa-His dipeptidase|unclassified	45.249
UniRef50_UPI0003B62E18: acetylglutamate kinase	44.5497
UniRef50_UPI0003B62E18: acetylglutamate kinase|unclassified	44.5497
UniRef50_Q08Q33	44.4251
UniRef50_Q08Q33|unclassified	44.4251
UniRef50_UPI0001816FB9: acetylornithine aminotransferase protein	44.2615
UniRef50_UPI0001816FB9: acetylornithine aminotransferase protein|unclassified	44.2615
UniRef50_P59599	43.836
UniRef50_P59599|unclassified	43.836
UniRef50_E9T7Y9	43.167
UniRef50_E9T7Y9|unclassified	43.167
UniRef50_K1S4S2: Patatin (Fragment)	43.1055
UniRef50_K1S4S2: Patatin (Fragment)|unclassified	43.1055
UniRef50_F3MQU8: Succinyl-diaminopimelate desuccinylase	43.0425
UniRef50_F3MQU8: Succinyl-diaminopimelate desuccinylase|unclassified	43.0425
UniRef50_UPI0003709E94: hypothetical protein, partial	42.1002
UniRef50_UPI0003709E94: hypothetical protein, partial|unclassified	42.1002
UniRef50_UPI00047602F5: hypothetical protein	42.0855
UniRef50_UPI00047602F5: hypothetical protein|unclassified	42.0855
UniRef50_UPI0003B63DB4: acetylornithine deacetylase	42.0682
UniRef50_UPI0003B63DB4: acetylornithine deacetylase|unclassified	42.0682
UniRef50_A0A059BVZ3	41.6412
UniRef50_A0A059BVZ3|unclassified	41.6412
UniRef50_UPI0003603738: hypothetical protein	40.9517
UniRef50_UPI0003603738: hypothetical protein|unclassified	40.9517
UniRef50_UPI0003B6C3A3: acetylglutamate kinase	40.4736
UniRef50_UPI0003B6C3A3: acetylglutamate kinase|unclassified	40.4736
UniRef50_UPI0001B41415: CDP-6-deoxy-delta-3,4-glucoseen reductase	40.402
UniRef50_UPI0001B41415: CDP-6-deoxy-delta-3,4-glucoseen reductase|unclassified	40.402
UniRef50_Q93JQ9: Argininosuccinate lyase	40.2686
UniRef50_Q93JQ9: Argininosuccinate lyase|unclassified	40.2686
UniRef50_UPI000375B50D: hypothetical protein, partial	40.1386
UniRef50_UPI000375B50D: hypothetical protein, partial|unclassified	40.1386
UniRef50_Q81II2: Arginine regulator	40.1035
UniRef50_Q81II2: Arginine regulator|unclassified	40.1035
UniRef50_UPI000169D5A1: ornithine aminotransferase	39.2133
UniRef50_UPI000169D5A1: ornithine aminotransferase|unclassified	39.2133
UniRef50_Q08Q18	39.1446
UniRef50_Q08Q18|unclassified	39.1446
UniRef50_UPI0003B59E8E: ornithine carbamoyltransferase	39.0939
UniRef50_UPI0003B59E8E: ornithine carbamoyltransferase|unclassified	39.0939
UniRef50_UPI000373912D: hypothetical protein	39.0337
UniRef50_UPI000373912D: hypothetical protein|unclassified	39.0337
UniRef50_X0TGS3: Marine sediment metagenome DNA, contig: S01H1_S04188 (Fragment)	38.9398
UniRef50_X0TGS3: Marine sediment metagenome DNA, contig: S01H1_S04188 (Fragment)|unclassified	38.9398
UniRef50_P0C2P3: Ornithine carbamoyltransferase, mitochondrial	38.7444
UniRef50_P0C2P3: Ornithine carbamoyltransferase, mitochondrial|unclassified	38.7444
UniRef50_M1AI96	38.742
UniRef50_M1AI96|unclassified	38.742
UniRef50_UPI0004407570: ornithine carbamoyltransferase	38.4116
UniRef50_UPI0004407570: ornithine carbamoyltransferase|unclassified	38.4116
UniRef50_A0A011MPU6	38.3891
UniRef50_A0A011MPU6|unclassified	38.3891
UniRef50_X1GG75: Marine sediment metagenome DNA, contig: S03H2_S08599	38.2711
UniRef50_X1GG75: Marine sediment metagenome DNA, contig: S03H2_S08599|unclassified	38.2711
UniRef50_UPI00047C3A56: ArgR family transcriptional regulator	38.1477
UniRef50_UPI00047C3A56: ArgR family transcriptional regulator|unclassified	38.1477
UniRef50_UPI00035C0C48: hypothetical protein, partial	37.617
UniRef50_UPI00035C0C48: hypothetical protein, partial|unclassified	37.617
UniRef50_R5WA96	37.3859
UniRef50_R5WA96|unclassified	37.3859
UniRef50_UPI000465672E: hypothetical protein	37.2817
UniRef50_UPI000465672E: hypothetical protein|unclassified	37.2817
UniRef50_B8KXZ8	37.1938
UniRef50_B8KXZ8|unclassified	37.1938
UniRef50_UPI0003702B4E: hypothetical protein	37.1707
UniRef50_UPI0003702B4E: hypothetical protein|unclassified	37.1707
UniRef50_Q0A5U5: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase-like protein	36.8983
UniRef50_Q0A5U5: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase-like protein|unclassified	36.8983
UniRef50_X0W9W5: Marine sediment metagenome DNA, contig: S01H1_S23434 (Fragment)	36.8262
UniRef50_X0W9W5: Marine sediment metagenome DNA, contig: S01H1_S23434 (Fragment)|unclassified	36.8262
UniRef50_J5CDW8	36.7846
UniRef50_J5CDW8|unclassified	36.7846
UniRef50_A3UI16	36.2569
UniRef50_A3UI16|unclassified	36.2569
UniRef50_P0CH65: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	35.6693
UniRef50_P0CH65: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	35.6693
UniRef50_UPI000366B241: hypothetical protein	35.0602
UniRef50_UPI000366B241: hypothetical protein|unclassified	35.0602
UniRef50_UPI0003B6458F: acetylornithine aminotransferase	34.8622
UniRef50_UPI0003B6458F: acetylornithine aminotransferase|unclassified	34.8622
UniRef50_B2JC19: Relaxase/mobilization nuclease family protein	34.5987
UniRef50_B2JC19: Relaxase/mobilization nuclease family protein|unclassified	34.5987
UniRef50_UPI0003B5FF0E: hypothetical protein	34.5871
UniRef50_UPI0003B5FF0E: hypothetical protein|unclassified	34.5871
UniRef50_UPI00047A4E8B: hypothetical protein	34.3478
UniRef50_UPI00047A4E8B: hypothetical protein|unclassified	34.3478
UniRef50_UPI0003B3385C: acetylornithine deacetylase	34.3478
UniRef50_UPI0003B3385C: acetylornithine deacetylase|unclassified	34.3478
UniRef50_T1D992: Succinyl-diaminopimelate desuccinylase / N-acetylornithine deacetylase (Fragment)	34.3072
UniRef50_T1D992: Succinyl-diaminopimelate desuccinylase / N-acetylornithine deacetylase (Fragment)|unclassified	34.3072
UniRef50_W4MDC3	33.8734
UniRef50_W4MDC3|unclassified	33.8734
UniRef50_X1P1G3: Marine sediment metagenome DNA, contig: S06H3_S22807 (Fragment)	33.8254
UniRef50_X1P1G3: Marine sediment metagenome DNA, contig: S06H3_S22807 (Fragment)|unclassified	33.8254
UniRef50_UPI00038171A8: hypothetical protein	33.3571
UniRef50_UPI00038171A8: hypothetical protein|unclassified	33.3571
UniRef50_UPI00037A886F: hypothetical protein	33.2808
UniRef50_UPI00037A886F: hypothetical protein|unclassified	33.2808
UniRef50_UPI000369BE8D: hypothetical protein, partial	33.2553
UniRef50_UPI000369BE8D: hypothetical protein, partial|unclassified	33.2553
UniRef50_UPI00036B29DC: hypothetical protein	32.8929
UniRef50_UPI00036B29DC: hypothetical protein|unclassified	32.8929
UniRef50_UPI000345C2C5: hypothetical protein	32.7987
UniRef50_UPI000345C2C5: hypothetical protein|unclassified	32.7987
UniRef50_X0ULZ6: Marine sediment metagenome DNA, contig: S01H1_S12210 (Fragment)	32.4278
UniRef50_X0ULZ6: Marine sediment metagenome DNA, contig: S01H1_S12210 (Fragment)|unclassified	32.4278
UniRef50_M6ZYK0	32.0668
UniRef50_M6ZYK0|unclassified	32.0668
UniRef50_UPI0001BF6453: hypothetical protein SMAC_11843, partial	31.7632
UniRef50_UPI0001BF6453: hypothetical protein SMAC_11843, partial|unclassified	31.7632
UniRef50_UPI000470CC65: hypothetical protein, partial	31.5697
UniRef50_UPI000470CC65: hypothetical protein, partial|unclassified	31.5697
UniRef50_UPI00035F8B38: hypothetical protein	31.4375
UniRef50_UPI00035F8B38: hypothetical protein|unclassified	31.4375
UniRef50_X1TI43: Marine sediment metagenome DNA, contig: S12H4_L00733	31.4302
UniRef50_X1TI43: Marine sediment metagenome DNA, contig: S12H4_L00733|unclassified	31.4302
UniRef50_A9GEJ9	31.3761
UniRef50_A9GEJ9|unclassified	31.3761
UniRef50_UPI0004785720: hypothetical protein	31.2673
UniRef50_UPI0004785720: hypothetical protein|unclassified	31.2673
UniRef50_Q10W26: Peptidase M23B	31.1508
UniRef50_Q10W26: Peptidase M23B|unclassified	31.1508
UniRef50_UPI0004655433: acetylornithine aminotransferase	31.1355
UniRef50_UPI0004655433: acetylornithine aminotransferase|unclassified	31.1355
UniRef50_E8SH73: Predicted arginine uptake transporter	31.073
UniRef50_E8SH73: Predicted arginine uptake transporter|unclassified	31.073
UniRef50_U1QC07	30.6536
UniRef50_U1QC07|unclassified	30.6536
UniRef50_W4PAX3	30.4315
UniRef50_W4PAX3|unclassified	30.4315
UniRef50_UPI0003B663D4: acetylornithine deacetylase, partial	29.9626
UniRef50_UPI0003B663D4: acetylornithine deacetylase, partial|unclassified	29.9626
UniRef50_X1ALU9: Marine sediment metagenome DNA, contig: S01H4_S01450 (Fragment)	28.6526
UniRef50_X1ALU9: Marine sediment metagenome DNA, contig: S01H4_S01450 (Fragment)|unclassified	28.6526
UniRef50_UPI0003F0CCFC: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	28.4969
UniRef50_UPI0003F0CCFC: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	28.4969
UniRef50_W5XCF3: Multicopper oxidase, type 2	28.2453
UniRef50_W5XCF3: Multicopper oxidase, type 2|unclassified	28.2453
UniRef50_W7WV08	28.228
UniRef50_W7WV08|unclassified	28.228
UniRef50_R5QJJ3: M20/DapE family protein YgeY	27.1093
UniRef50_R5QJJ3: M20/DapE family protein YgeY|unclassified	27.1093
UniRef50_UPI000248EDA8: ribosomal protein N-acetylase	27.0847
UniRef50_UPI000248EDA8: ribosomal protein N-acetylase|unclassified	27.0847
UniRef50_UPI000399C7EA: arginine repressor	26.771
UniRef50_UPI000399C7EA: arginine repressor|unclassified	26.771
UniRef50_Q03NG2: Putrescine carbamoyltransferase	26.3989
UniRef50_Q03NG2: Putrescine carbamoyltransferase|unclassified	26.3989
UniRef50_UPI00036AE17B: hypothetical protein	26.2789
UniRef50_UPI00036AE17B: hypothetical protein|unclassified	26.2789
UniRef50_UPI000364B7D5: hypothetical protein, partial	26.2576
UniRef50_UPI000364B7D5: hypothetical protein, partial|unclassified	26.2576
UniRef50_UPI000371A02E: hypothetical protein	26.0551
UniRef50_UPI000371A02E: hypothetical protein|unclassified	26.0551
UniRef50_E6L7F9	26.0344
UniRef50_E6L7F9|unclassified	26.0344
UniRef50_UPI0002DCF61A: hypothetical protein	25.8577
UniRef50_UPI0002DCF61A: hypothetical protein|unclassified	25.8577
UniRef50_UPI0001CBB401: PREDICTED: argininosuccinate lyase-like	25.7844
UniRef50_UPI0001CBB401: PREDICTED: argininosuccinate lyase-like|unclassified	25.7844
UniRef50_Q8U483: Argininosuccinate lyase	25.7447
UniRef50_Q8U483: Argininosuccinate lyase|unclassified	25.7447
UniRef50_UPI00036DBAFA: hypothetical protein	25.7093
UniRef50_UPI00036DBAFA: hypothetical protein|unclassified	25.7093
UniRef50_X0YIM1: Marine sediment metagenome DNA, contig: S01H1_S38144 (Fragment)	25.5165
UniRef50_X0YIM1: Marine sediment metagenome DNA, contig: S01H1_S38144 (Fragment)|unclassified	25.5165
UniRef50_UPI0002379B94: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase	25.5145
UniRef50_UPI0002379B94: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase|unclassified	25.5145
UniRef50_F7WD11: WGS project CABT00000000 data, contig 2.678	25.166
UniRef50_F7WD11: WGS project CABT00000000 data, contig 2.678|unclassified	25.166
UniRef50_X1MCZ2: Marine sediment metagenome DNA, contig: S06H3_S08716 (Fragment)	24.9709
UniRef50_X1MCZ2: Marine sediment metagenome DNA, contig: S06H3_S08716 (Fragment)|unclassified	24.9709
UniRef50_P11803: Ornithine carbamoyltransferase, mitochondrial	24.6581
UniRef50_P11803: Ornithine carbamoyltransferase, mitochondrial|unclassified	24.6581
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like	24.0406
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like|unclassified	24.0406
UniRef50_UPI0004701B9A: peptidase M20, partial	23.8791
UniRef50_UPI0004701B9A: peptidase M20, partial|unclassified	23.8791
UniRef50_R5HS10	23.5233
UniRef50_R5HS10|unclassified	23.5233
UniRef50_A0A031JXU4	23.3503
UniRef50_A0A031JXU4|unclassified	23.3503
UniRef50_R7D460	22.8607
UniRef50_R7D460|unclassified	22.8607
UniRef50_E0U8B3	22.8498
UniRef50_E0U8B3|unclassified	22.8498
UniRef50_M6ZWF4	22.5793
UniRef50_M6ZWF4|unclassified	22.5793
UniRef50_H7FEK7	22.5432
UniRef50_H7FEK7|unclassified	22.5432
UniRef50_UPI00047977E1: hypothetical protein	22.5154
UniRef50_UPI00047977E1: hypothetical protein|unclassified	22.5154
UniRef50_J4RGC8	22.2344
UniRef50_J4RGC8|unclassified	22.2344
UniRef50_X8E0I4: Putative succinyl-diaminopimelate desuccinylase dapE	22.2344
UniRef50_X8E0I4: Putative succinyl-diaminopimelate desuccinylase dapE|unclassified	22.2344
UniRef50_UPI00037433E8: hypothetical protein	22.183
UniRef50_UPI00037433E8: hypothetical protein|unclassified	22.183
UniRef50_X0TYM2: Marine sediment metagenome DNA, contig: S01H1_L10469 (Fragment)	22.1649
UniRef50_X0TYM2: Marine sediment metagenome DNA, contig: S01H1_L10469 (Fragment)|unclassified	22.1649
UniRef50_UPI0003C79FF3: hypothetical protein, partial	21.9014
UniRef50_UPI0003C79FF3: hypothetical protein, partial|unclassified	21.9014
UniRef50_R7L367: N-acetyl-gamma-glutamyl-phosphate reductase	21.7373
UniRef50_R7L367: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	21.7373
UniRef50_UPI00018506D3: acetyltransferase	21.6934
UniRef50_UPI00018506D3: acetyltransferase|unclassified	21.6934
UniRef50_W0FT28	21.6417
UniRef50_W0FT28|unclassified	21.6417
UniRef50_E7CA68	21.6414
UniRef50_E7CA68|unclassified	21.6414
UniRef50_UPI00020D9276: aminotransferase class-III	21.6313
UniRef50_UPI00020D9276: aminotransferase class-III|unclassified	21.6313
UniRef50_UPI00038031F8: hypothetical protein	21.3989
UniRef50_UPI00038031F8: hypothetical protein|unclassified	21.3989
UniRef50_UPI000476605A: hypothetical protein, partial	21.321
UniRef50_UPI000476605A: hypothetical protein, partial|unclassified	21.321
UniRef50_UPI0004560823: hypothetical protein PFL1_03848	21.3087
UniRef50_UPI0004560823: hypothetical protein PFL1_03848|unclassified	21.3087
UniRef50_A5UQL7	20.8483
UniRef50_A5UQL7|unclassified	20.8483
UniRef50_T0Z6F8: Phosphoribosylglycinamide synthetase (Fragment)	20.8258
UniRef50_T0Z6F8: Phosphoribosylglycinamide synthetase (Fragment)|unclassified	20.8258
UniRef50_UPI0002E55491: hypothetical protein	20.6453
UniRef50_UPI0002E55491: hypothetical protein|unclassified	20.6453
UniRef50_A0A023KJD0	20.5964
UniRef50_A0A023KJD0|unclassified	20.5964
UniRef50_UPI00028A2D8B: acetylornithine deacetylase, partial	20.3642
UniRef50_UPI00028A2D8B: acetylornithine deacetylase, partial|unclassified	20.3642
UniRef50_R5PIY5	19.5713
UniRef50_R5PIY5|unclassified	19.5713
UniRef50_U3TXK3	19.5555
UniRef50_U3TXK3|unclassified	19.5555
UniRef50_UPI0003EAA6B9: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	19.3244
UniRef50_UPI0003EAA6B9: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	19.3244
UniRef50_UPI0003B41365: 4-aminobutyrate aminotransferase	18.9929
UniRef50_UPI0003B41365: 4-aminobutyrate aminotransferase|unclassified	18.9929
UniRef50_UPI0002DAA5CE: hypothetical protein	18.8933
UniRef50_UPI0002DAA5CE: hypothetical protein|unclassified	18.8933
UniRef50_A3NAM3	18.6718
UniRef50_A3NAM3|unclassified	18.6718
UniRef50_D8MX17	18.5591
UniRef50_D8MX17|unclassified	18.5591
UniRef50_UPI00046E0026: PREDICTED: probable amino-acid acetyltransferase NAGS1, chloroplastic	18.4199
UniRef50_UPI00046E0026: PREDICTED: probable amino-acid acetyltransferase NAGS1, chloroplastic|unclassified	18.4199
UniRef50_UPI00040BF7BB: hypothetical protein	18.3524
UniRef50_UPI00040BF7BB: hypothetical protein|unclassified	18.3524
UniRef50_UPI0001BF7AA3: hypothetical protein SMAC_10201, partial	18.2423
UniRef50_UPI0001BF7AA3: hypothetical protein SMAC_10201, partial|unclassified	18.2423
UniRef50_UPI0002379B91: glutamine ABC transporter ATP-binding protein	17.9676
UniRef50_UPI0002379B91: glutamine ABC transporter ATP-binding protein|unclassified	17.9676
UniRef50_U1PA80	17.9349
UniRef50_U1PA80|unclassified	17.9349
UniRef50_UPI0003707494: hypothetical protein	17.9
UniRef50_UPI0003707494: hypothetical protein|unclassified	17.9
UniRef50_Q72T26: Ornithine carbamoyltransferase	17.4671
UniRef50_Q72T26: Ornithine carbamoyltransferase|unclassified	17.4671
UniRef50_A2WJA1: Acetylglutamate semialdehyde dehydrogenase	17.3622
UniRef50_A2WJA1: Acetylglutamate semialdehyde dehydrogenase|unclassified	17.3622
UniRef50_UPI000477907F: hypothetical protein	17.3319
UniRef50_UPI000477907F: hypothetical protein|unclassified	17.3319
UniRef50_A3K9K7	17.1523
UniRef50_A3K9K7|unclassified	17.1523
UniRef50_F3GZ99	16.7936
UniRef50_F3GZ99|unclassified	16.7936
UniRef50_UPI0003901246: hypothetical protein	16.7434
UniRef50_UPI0003901246: hypothetical protein|unclassified	16.7434
UniRef50_S9S9A4	16.5696
UniRef50_S9S9A4|unclassified	16.5696
UniRef50_UPI000476A87C: hypothetical protein, partial	16.5446
UniRef50_UPI000476A87C: hypothetical protein, partial|unclassified	16.5446
UniRef50_B8IWQ6	16.0704
UniRef50_B8IWQ6|unclassified	16.0704
UniRef50_UPI0002D70A03: hypothetical protein	16.0071
UniRef50_UPI0002D70A03: hypothetical protein|unclassified	16.0071
UniRef50_P94427: Probable 4-aminobutyrate aminotransferase	15.7613
UniRef50_P94427: Probable 4-aminobutyrate aminotransferase|unclassified	15.7613
UniRef50_Q3DRY8: Membrane protein (Fragment)	15.6068
UniRef50_Q3DRY8: Membrane protein (Fragment)|unclassified	15.6068
UniRef50_X1BGE0: Marine sediment metagenome DNA, contig: S01H4_S12465 (Fragment)	15.3618
UniRef50_X1BGE0: Marine sediment metagenome DNA, contig: S01H4_S12465 (Fragment)|unclassified	15.3618
UniRef50_UPI0003B59D44: acetylornithine aminotransferase, partial	14.6053
UniRef50_UPI0003B59D44: acetylornithine aminotransferase, partial|unclassified	14.6053
UniRef50_X5DX90	14.6035
UniRef50_X5DX90|unclassified	14.6035
UniRef50_D5URG8	14.3823
UniRef50_D5URG8|unclassified	14.3823
UniRef50_UPI000287C298: acetylornithine deacetylase or succinyl- diaminopimelate desuccinylase	14.2853
UniRef50_UPI000287C298: acetylornithine deacetylase or succinyl- diaminopimelate desuccinylase|unclassified	14.2853
UniRef50_UPI0003703469: ATP-binding protein, partial	14.2283
UniRef50_UPI0003703469: ATP-binding protein, partial|unclassified	14.2283
UniRef50_UPI0003613D09: hypothetical protein	14.1281
UniRef50_UPI0003613D09: hypothetical protein|unclassified	14.1281
UniRef50_UPI000315E6E0: hypothetical protein	14.1179
UniRef50_UPI000315E6E0: hypothetical protein|unclassified	14.1179
UniRef50_A0A023KDA8	13.8665
UniRef50_A0A023KDA8|unclassified	13.8665
UniRef50_UPI0003AA581C: hypothetical protein	13.2145
UniRef50_UPI0003AA581C: hypothetical protein|unclassified	13.2145
UniRef50_A6FJM5	12.9849
UniRef50_A6FJM5|unclassified	12.9849
UniRef50_UPI00037C6B2F: hypothetical protein, partial	12.882
UniRef50_UPI00037C6B2F: hypothetical protein, partial|unclassified	12.882
UniRef50_B9KZC0	12.7886
UniRef50_B9KZC0|unclassified	12.7886
UniRef50_Q54765: Long-chain acyl-[acyl-carrier-protein] reductase	12.6602
UniRef50_Q54765: Long-chain acyl-[acyl-carrier-protein] reductase|unclassified	12.6602
UniRef50_B0S1L6: Arginine repressor	12.4035
UniRef50_B0S1L6: Arginine repressor|unclassified	12.4035
UniRef50_A8Q9M0: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	12.2928
UniRef50_A8Q9M0: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	12.2928
UniRef50_D8F1P3: Conserved domain protein	11.8612
UniRef50_D8F1P3: Conserved domain protein|unclassified	11.8612
UniRef50_E2CAQ2: Acetylornithine deacetylase	11.8044
UniRef50_E2CAQ2: Acetylornithine deacetylase|unclassified	11.8044
UniRef50_UPI0004742876: acyl-ACP reductase, partial	11.7199
UniRef50_UPI0004742876: acyl-ACP reductase, partial|unclassified	11.7199
UniRef50_UPI0003483049: hypothetical protein	11.6124
UniRef50_UPI0003483049: hypothetical protein|unclassified	11.6124
UniRef50_UPI0003694F34: hypothetical protein	11.5782
UniRef50_UPI0003694F34: hypothetical protein|unclassified	11.5782
UniRef50_K9X6M7: Relaxase/mobilization nuclease	11.4438
UniRef50_K9X6M7: Relaxase/mobilization nuclease|unclassified	11.4438
UniRef50_UPI000373CBF8: hypothetical protein, partial	11.3491
UniRef50_UPI000373CBF8: hypothetical protein, partial|unclassified	11.3491
UniRef50_P44951: Diaminobutyrate--2-oxoglutarate aminotransferase	11.2272
UniRef50_P44951: Diaminobutyrate--2-oxoglutarate aminotransferase|unclassified	11.2272
UniRef50_UPI000248D575: RocD	11.2134
UniRef50_UPI000248D575: RocD|unclassified	11.2134
UniRef50_A3TTD2	11.1008
UniRef50_A3TTD2|unclassified	11.1008
UniRef50_W5GX72	10.8679
UniRef50_W5GX72|unclassified	10.8679
UniRef50_UPI0004682D94: aminotransferase class III	10.4224
UniRef50_UPI0004682D94: aminotransferase class III|unclassified	10.4224
UniRef50_UPI00036E4E90: hypothetical protein	10.2404
UniRef50_UPI00036E4E90: hypothetical protein|unclassified	10.2404
UniRef50_UPI0003650998: hypothetical protein	10.2082
UniRef50_UPI0003650998: hypothetical protein|unclassified	10.2082
UniRef50_UPI000362A742: hypothetical protein	9.90574
UniRef50_UPI000362A742: hypothetical protein|unclassified	9.90574
UniRef50_UPI000473E054: hypothetical protein, partial	9.62908
UniRef50_UPI000473E054: hypothetical protein, partial|unclassified	9.62908
UniRef50_UPI00035D4CEB: hypothetical protein	9.34949
UniRef50_UPI00035D4CEB: hypothetical protein|unclassified	9.34949
UniRef50_X1YKF5	9.34775
UniRef50_X1YKF5|unclassified	9.34775
UniRef50_UPI00036048A6: hypothetical protein	9.20739
UniRef50_UPI00036048A6: hypothetical protein|unclassified	9.20739
UniRef50_UPI00047329E1: carboxylate--amine ligase, partial	8.94064
UniRef50_UPI00047329E1: carboxylate--amine ligase, partial|unclassified	8.94064
UniRef50_J0PWS2	8.89352
UniRef50_J0PWS2|unclassified	8.89352
UniRef50_UPI0003628928: hypothetical protein, partial	8.84137
UniRef50_UPI0003628928: hypothetical protein, partial|unclassified	8.84137
UniRef50_UPI000474136E: acyl-ACP reductase, partial	8.80613
UniRef50_UPI000474136E: acyl-ACP reductase, partial|unclassified	8.80613
UniRef50_Q56608: IviIII (Fragment)	8.26894
UniRef50_Q56608: IviIII (Fragment)|unclassified	8.26894
UniRef50_UPI00047618F0: hypothetical protein	7.95809
UniRef50_UPI00047618F0: hypothetical protein|unclassified	7.95809
UniRef50_UPI0004785530: hypothetical protein	7.90138
UniRef50_UPI0004785530: hypothetical protein|unclassified	7.90138
UniRef50_E0UFJ4	7.20013
UniRef50_E0UFJ4|unclassified	7.20013
UniRef50_UPI000469AC6D: hypothetical protein	7.14082
UniRef50_UPI000469AC6D: hypothetical protein|unclassified	7.14082
UniRef50_I4IW55: Similar to tr Q8YY88 Q8YY88	7.09065
UniRef50_I4IW55: Similar to tr Q8YY88 Q8YY88|unclassified	7.09065
UniRef50_UPI0004731041: hypothetical protein	7.02964
UniRef50_UPI0004731041: hypothetical protein|unclassified	7.02964
UniRef50_T0YHP3: N-acetylglutamate synthase (Fragment)	7.00454
UniRef50_T0YHP3: N-acetylglutamate synthase (Fragment)|unclassified	7.00454
UniRef50_UPI0003803945: hypothetical protein	6.8155
UniRef50_UPI0003803945: hypothetical protein|unclassified	6.8155
UniRef50_UPI00047880B1: hypothetical protein	6.70818
UniRef50_UPI00047880B1: hypothetical protein|unclassified	6.70818
