# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_H6WCM8	78.1209350539
UniRef50_H6WCM8|unclassified	78.1209350539
UniRef50_UPI0003691F87: hypothetical protein	78.1019371365
UniRef50_UPI0003691F87: hypothetical protein|unclassified	78.1019371365
UniRef50_W5X8L5: MFS transporter family protein	78.0880715844
UniRef50_W5X8L5: MFS transporter family protein|unclassified	78.0880715844
UniRef50_A0A010P1E1: Zinc-responsive transcriptional regulator (Fragment)	78.0508452755
UniRef50_A0A010P1E1: Zinc-responsive transcriptional regulator (Fragment)|unclassified	78.0508452755
UniRef50_J8T757	78.0091656593
UniRef50_J8T757|unclassified	78.0091656593
UniRef50_I0JNZ0: Metallo-beta-lactamase family protein	77.9355253660
UniRef50_I0JNZ0: Metallo-beta-lactamase family protein|unclassified	77.9355253660
UniRef50_Q5ZVZ3: Hydroxyacylglutathione hydrolase	77.9194264344
UniRef50_Q5ZVZ3: Hydroxyacylglutathione hydrolase|unclassified	77.9194264344
UniRef50_UPI000346A739: permease	77.5477738727
UniRef50_UPI000346A739: permease|unclassified	77.5477738727
UniRef50_UPI00039B9EBC: hypothetical protein	77.0985572418
UniRef50_UPI00039B9EBC: hypothetical protein|unclassified	77.0985572418
UniRef50_UPI00039E379B: hypothetical protein	77.0334145408
UniRef50_UPI00039E379B: hypothetical protein|unclassified	77.0334145408
UniRef50_W1LDD4	77.0232547283
UniRef50_W1LDD4|unclassified	77.0232547283
UniRef50_UPI0003719911: hypothetical protein	76.5779230843
UniRef50_UPI0003719911: hypothetical protein|unclassified	76.5779230843
UniRef50_UPI0003612B8D: hypothetical protein	76.5730823577
UniRef50_UPI0003612B8D: hypothetical protein|unclassified	76.5730823577
UniRef50_UPI00037CA703: multidrug DMT transporter permease, partial	76.5338105932
UniRef50_UPI00037CA703: multidrug DMT transporter permease, partial|unclassified	76.5338105932
UniRef50_A2C7W3: Hydroxyacylglutathione hydrolase	76.5216068979
UniRef50_A2C7W3: Hydroxyacylglutathione hydrolase|unclassified	76.5216068979
UniRef50_UPI00047B0188: hypothetical protein	76.4082334847
UniRef50_UPI00047B0188: hypothetical protein|unclassified	76.4082334847
UniRef50_A3M8U2	76.3694441116
UniRef50_A3M8U2|unclassified	76.3694441116
UniRef50_UPI0004702531: ATPase	76.2763549443
UniRef50_UPI0004702531: ATPase|unclassified	76.2763549443
UniRef50_UPI0003B42406: RND transporter	76.0365382582
UniRef50_UPI0003B42406: RND transporter|unclassified	76.0365382582
UniRef50_I9AUU9: Acriflavin resistance protein	76.0073705957
UniRef50_I9AUU9: Acriflavin resistance protein|unclassified	76.0073705957
UniRef50_W7VS73	75.9991207581
UniRef50_W7VS73|unclassified	75.9991207581
UniRef50_P35597: Probable cation-transporting ATPase exp7	75.8908444173
UniRef50_P35597: Probable cation-transporting ATPase exp7|unclassified	75.8908444173
UniRef50_UPI00047D5BB3: hypothetical protein	75.6028791069
UniRef50_UPI00047D5BB3: hypothetical protein|unclassified	75.6028791069
UniRef50_UPI0003FA4DC1: hypothetical protein	75.2425205738
UniRef50_UPI0003FA4DC1: hypothetical protein|unclassified	75.2425205738
UniRef50_UPI00036FE051: hypothetical protein, partial	75.0806139150
UniRef50_UPI00036FE051: hypothetical protein, partial|unclassified	75.0806139150
UniRef50_A1SS88: Hydroxyacylglutathione hydrolase	74.6097428773
UniRef50_A1SS88: Hydroxyacylglutathione hydrolase|unclassified	74.6097428773
UniRef50_UPI0002FC3C20: hypothetical protein	74.5521929307
UniRef50_UPI0002FC3C20: hypothetical protein|unclassified	74.5521929307
UniRef50_C3I0Q2: Transcriptional regulator, XRE	74.5482196530
UniRef50_C3I0Q2: Transcriptional regulator, XRE|unclassified	74.5482196530
UniRef50_UPI00047AE73B: hypothetical protein	74.4885783119
UniRef50_UPI00047AE73B: hypothetical protein|unclassified	74.4885783119
UniRef50_UPI0003639F3F: hypothetical protein, partial	74.0509017166
UniRef50_UPI0003639F3F: hypothetical protein, partial|unclassified	74.0509017166
UniRef50_Q8TZ66: Quinolinate synthase A	73.6729208384
UniRef50_Q8TZ66: Quinolinate synthase A|unclassified	73.6729208384
UniRef50_UPI0001850E34: regulatory protein MerR	73.5110223901
UniRef50_UPI0001850E34: regulatory protein MerR|unclassified	73.5110223901
UniRef50_UPI00041DE2B0: cation transporter	73.1036772283
UniRef50_UPI00041DE2B0: cation transporter|unclassified	73.1036772283
UniRef50_UPI000477656E: membrane protein	72.8754098312
UniRef50_UPI000477656E: membrane protein|unclassified	72.8754098312
UniRef50_K2K8V5: Heavy metal efflux system protein	72.7390134311
UniRef50_K2K8V5: Heavy metal efflux system protein|unclassified	72.7390134311
UniRef50_UPI0003F830A6: hydroxyacylglutathione hydrolase	72.5680947692
UniRef50_UPI0003F830A6: hydroxyacylglutathione hydrolase|unclassified	72.5680947692
UniRef50_UPI00034C4C33: hypothetical protein	72.5273225520
UniRef50_UPI00034C4C33: hypothetical protein|unclassified	72.5273225520
UniRef50_UPI000479D365: cation transporter	72.0970929287
UniRef50_UPI000479D365: cation transporter|unclassified	72.0970929287
UniRef50_V7D0Y8: ATPase (Fragment)	71.7313797888
UniRef50_V7D0Y8: ATPase (Fragment)|unclassified	71.7313797888
UniRef50_UPI00036A6A32: hypothetical protein	71.6558880610
UniRef50_UPI00036A6A32: hypothetical protein|unclassified	71.6558880610
UniRef50_UPI00035DD9C4: hypothetical protein	71.5591114028
UniRef50_UPI00035DD9C4: hypothetical protein|unclassified	71.5591114028
UniRef50_J8RTW6: XRE family transcriptional regulator (Fragment)	71.2445358614
UniRef50_J8RTW6: XRE family transcriptional regulator (Fragment)|unclassified	71.2445358614
UniRef50_UPI00023757E5: membrane protein	71.1800867179
UniRef50_UPI00023757E5: membrane protein|unclassified	71.1800867179
UniRef50_UPI000463156F: hypothetical protein	71.0027384409
UniRef50_UPI000463156F: hypothetical protein|unclassified	71.0027384409
UniRef50_UPI00035C29BD: hypothetical protein	70.9917380467
UniRef50_UPI00035C29BD: hypothetical protein|unclassified	70.9917380467
UniRef50_UPI0003FB2EBF: hypothetical protein	70.8806220819
UniRef50_UPI0003FB2EBF: hypothetical protein|unclassified	70.8806220819
UniRef50_UPI00047404E0: membrane protein	70.7940367659
UniRef50_UPI00047404E0: membrane protein|unclassified	70.7940367659
UniRef50_UPI0004697301: zinc ABC transporter	70.5933985982
UniRef50_UPI0004697301: zinc ABC transporter|unclassified	70.5933985982
UniRef50_UPI00036A9CB3: hypothetical protein	70.4442269315
UniRef50_UPI00036A9CB3: hypothetical protein|unclassified	70.4442269315
UniRef50_A0A038FYZ3	70.3534997496
UniRef50_A0A038FYZ3|unclassified	70.3534997496
UniRef50_UPI0002DC87E3: hypothetical protein	70.1139534681
UniRef50_UPI0002DC87E3: hypothetical protein|unclassified	70.1139534681
UniRef50_A0A011MW49	70.0663761642
UniRef50_A0A011MW49|unclassified	70.0663761642
UniRef50_UPI000474CB6D: permease	69.8797815483
UniRef50_UPI000474CB6D: permease|unclassified	69.8797815483
UniRef50_UPI000467B437: hypothetical protein, partial	69.7611923898
UniRef50_UPI000467B437: hypothetical protein, partial|unclassified	69.7611923898
UniRef50_UPI00036F3DCD: hypothetical protein	69.7189513069
UniRef50_UPI00036F3DCD: hypothetical protein|unclassified	69.7189513069
UniRef50_A0A011NIF4: Cation efflux system protein CusB	69.4903275068
UniRef50_A0A011NIF4: Cation efflux system protein CusB|unclassified	69.4903275068
UniRef50_UPI000475E87A: membrane protein	69.4407702541
UniRef50_UPI000475E87A: membrane protein|unclassified	69.4407702541
UniRef50_UPI000474BAAD: hypothetical protein, partial	69.2482353150
UniRef50_UPI000474BAAD: hypothetical protein, partial|unclassified	69.2482353150
UniRef50_W7WST6: Cation efflux system protein CusB	69.1032348779
UniRef50_W7WST6: Cation efflux system protein CusB|unclassified	69.1032348779
UniRef50_UPI0003824958: hypothetical protein	68.8114051032
UniRef50_UPI0003824958: hypothetical protein|unclassified	68.8114051032
UniRef50_C9Q4Z4: Permease	68.6048032168
UniRef50_C9Q4Z4: Permease|unclassified	68.6048032168
UniRef50_UPI0003FF2678: cation transporter	68.3972368292
UniRef50_UPI0003FF2678: cation transporter|unclassified	68.3972368292
UniRef50_UPI00039F800F: histidine kinase	68.1776505857
UniRef50_UPI00039F800F: histidine kinase|unclassified	68.1776505857
UniRef50_UPI0003786A12: hypothetical protein	68.0177461053
UniRef50_UPI0003786A12: hypothetical protein|unclassified	68.0177461053
UniRef50_UPI00047EB8EB: PTS cellobiose transporter subunit IIB	67.9985665460
UniRef50_UPI00047EB8EB: PTS cellobiose transporter subunit IIB|unclassified	67.9985665460
UniRef50_T0N682	67.7770961591
UniRef50_T0N682|unclassified	67.7770961591
UniRef50_UPI000289376E: transcriptional regulatory protein	67.5741466654
UniRef50_UPI000289376E: transcriptional regulatory protein|unclassified	67.5741466654
UniRef50_UPI0004729BC1: cation diffusion facilitator family transporter	67.5020472284
UniRef50_UPI0004729BC1: cation diffusion facilitator family transporter|unclassified	67.5020472284
UniRef50_R5WT10	67.2227316717
UniRef50_R5WT10|unclassified	67.2227316717
UniRef50_UPI00042367F5: hypothetical protein	67.2154494368
UniRef50_UPI00042367F5: hypothetical protein|unclassified	67.2154494368
UniRef50_UPI000369B9C1: hypothetical protein, partial	67.0744250303
UniRef50_UPI000369B9C1: hypothetical protein, partial|unclassified	67.0744250303
UniRef50_UPI0001A96CDA: cation-transporting ATPase	67.0152034076
UniRef50_UPI0001A96CDA: cation-transporting ATPase|unclassified	67.0152034076
UniRef50_UPI000469A90D: MerR family transcriptional regulator	67.0068694286
UniRef50_UPI000469A90D: MerR family transcriptional regulator|unclassified	67.0068694286
UniRef50_UPI0003760267: hypothetical protein, partial	66.7250464380
UniRef50_UPI0003760267: hypothetical protein, partial|unclassified	66.7250464380
UniRef50_UPI000469AD2E: ABC transporter permease	66.5630641777
UniRef50_UPI000469AD2E: ABC transporter permease|unclassified	66.5630641777
UniRef50_UPI0003B6335B: cation transporter	66.4757812541
UniRef50_UPI0003B6335B: cation transporter|unclassified	66.4757812541
UniRef50_B1KY25: Transcriptional regulator, MerR family protein	66.4665473203
UniRef50_B1KY25: Transcriptional regulator, MerR family protein|unclassified	66.4665473203
UniRef50_UPI00037D5028: hypothetical protein	66.3684696491
UniRef50_UPI00037D5028: hypothetical protein|unclassified	66.3684696491
UniRef50_UPI00036C8F8B: sensor histidine kinase	66.3560144449
UniRef50_UPI00036C8F8B: sensor histidine kinase|unclassified	66.3560144449
UniRef50_S8BJ40	66.2152879569
UniRef50_S8BJ40|unclassified	66.2152879569
UniRef50_A3JH63: Membrane-fusion protein-like	66.2004207929
UniRef50_A3JH63: Membrane-fusion protein-like|unclassified	66.2004207929
UniRef50_UPI0003B47418: cobalt-zinc-cadmium resistance protein	66.1534985937
UniRef50_UPI0003B47418: cobalt-zinc-cadmium resistance protein|unclassified	66.1534985937
UniRef50_UPI000464A5B5: hypothetical protein	66.1191738789
UniRef50_UPI000464A5B5: hypothetical protein|unclassified	66.1191738789
UniRef50_UPI00041C1664: hypothetical protein	66.0102863030
UniRef50_UPI00041C1664: hypothetical protein|unclassified	66.0102863030
UniRef50_UPI000473184F: membrane protein	65.9094245304
UniRef50_UPI000473184F: membrane protein|unclassified	65.9094245304
UniRef50_UPI0001B4182C: XRE family transcriptional regulator	65.3045374095
UniRef50_UPI0001B4182C: XRE family transcriptional regulator|unclassified	65.3045374095
UniRef50_W1MRK9	65.2780375986
UniRef50_W1MRK9|unclassified	65.2780375986
UniRef50_A6VVZ9: Hydroxyacylglutathione hydrolase	64.8467910201
UniRef50_A6VVZ9: Hydroxyacylglutathione hydrolase|unclassified	64.8467910201
UniRef50_UPI0002891EBB: hypothetical protein	64.8098951361
UniRef50_UPI0002891EBB: hypothetical protein|unclassified	64.8098951361
UniRef50_UPI0003806FFB: hypothetical protein	64.5481486986
UniRef50_UPI0003806FFB: hypothetical protein|unclassified	64.5481486986
UniRef50_UPI0003959163: hypothetical protein	64.1089949181
UniRef50_UPI0003959163: hypothetical protein|unclassified	64.1089949181
UniRef50_UPI000471C7A7: hypothetical protein	63.9388511564
UniRef50_UPI000471C7A7: hypothetical protein|unclassified	63.9388511564
UniRef50_A6X4T2: HI0933 family protein	63.8355731147
UniRef50_A6X4T2: HI0933 family protein|unclassified	63.8355731147
UniRef50_UPI000476C178: hypothetical protein	63.4990486737
UniRef50_UPI000476C178: hypothetical protein|unclassified	63.4990486737
UniRef50_UPI00037D112A: hypothetical protein	63.4523764248
UniRef50_UPI00037D112A: hypothetical protein|unclassified	63.4523764248
UniRef50_N9B4K6	63.3383710367
UniRef50_N9B4K6|unclassified	63.3383710367
UniRef50_UPI000473B6FB: transporter	63.2519892475
UniRef50_UPI000473B6FB: transporter|unclassified	63.2519892475
UniRef50_UPI000469F48A: MerR family transcriptional regulator	63.1404930080
UniRef50_UPI000469F48A: MerR family transcriptional regulator|unclassified	63.1404930080
UniRef50_UPI00036A8220: hypothetical protein	63.1339074427
UniRef50_UPI00036A8220: hypothetical protein|unclassified	63.1339074427
UniRef50_S2F6Y8: Secretion protein HlyD	63.0014139477
UniRef50_S2F6Y8: Secretion protein HlyD|unclassified	63.0014139477
UniRef50_UPI0004754485: MerR family transcriptional regulator	62.9604894481
UniRef50_UPI0004754485: MerR family transcriptional regulator|unclassified	62.9604894481
UniRef50_UPI0003607DF3: hypothetical protein	62.8898628552
UniRef50_UPI0003607DF3: hypothetical protein|unclassified	62.8898628552
UniRef50_UPI0003788961: hypothetical protein	62.8072225631
UniRef50_UPI0003788961: hypothetical protein|unclassified	62.8072225631
UniRef50_UPI00036916FB: hypothetical protein	62.7924963173
UniRef50_UPI00036916FB: hypothetical protein|unclassified	62.7924963173
UniRef50_K8NVX9	62.7336471208
UniRef50_K8NVX9|unclassified	62.7336471208
UniRef50_UPI00036D9D83: hypothetical protein	62.7170113207
UniRef50_UPI00036D9D83: hypothetical protein|unclassified	62.7170113207
UniRef50_A0A011PCU4	62.4447960857
UniRef50_A0A011PCU4|unclassified	62.4447960857
UniRef50_UPI000237C8D1: cation transporter	62.4394981149
UniRef50_UPI000237C8D1: cation transporter|unclassified	62.4394981149
UniRef50_UPI0003AD21EA: hypothetical protein	62.4142079410
UniRef50_UPI0003AD21EA: hypothetical protein|unclassified	62.4142079410
UniRef50_UPI0003631C9D: hypothetical protein	62.3635732012
UniRef50_UPI0003631C9D: hypothetical protein|unclassified	62.3635732012
UniRef50_UPI0004686D44: hypothetical protein	62.2831908144
UniRef50_UPI0004686D44: hypothetical protein|unclassified	62.2831908144
UniRef50_W5X574	62.2549895242
UniRef50_W5X574|unclassified	62.2549895242
UniRef50_UPI0003C15DE8	62.1565504271
UniRef50_UPI0003C15DE8|unclassified	62.1565504271
UniRef50_UPI00039993A2: transporter	62.1492006652
UniRef50_UPI00039993A2: transporter|unclassified	62.1492006652
UniRef50_UPI00037BE83B: hypothetical protein	62.0408503667
UniRef50_UPI00037BE83B: hypothetical protein|unclassified	62.0408503667
UniRef50_UPI000380F983: hypothetical protein	61.9304064501
UniRef50_UPI000380F983: hypothetical protein|unclassified	61.9304064501
UniRef50_UPI000375ADCA: cation transporter, partial	61.6111014084
UniRef50_UPI000375ADCA: cation transporter, partial|unclassified	61.6111014084
UniRef50_UPI0003A3B041: hypothetical protein	61.3120456305
UniRef50_UPI0003A3B041: hypothetical protein|unclassified	61.3120456305
UniRef50_UPI0003A1A10A: RND transporter	61.1653248251
UniRef50_UPI0003A1A10A: RND transporter|unclassified	61.1653248251
UniRef50_UPI000371C444: hypothetical protein	61.0349722010
UniRef50_UPI000371C444: hypothetical protein|unclassified	61.0349722010
UniRef50_B2SHY4: Cation efflux system protein	61.0320912953
UniRef50_B2SHY4: Cation efflux system protein|unclassified	61.0320912953
UniRef50_UPI0002E57E02: hypothetical protein	60.6795553464
UniRef50_UPI0002E57E02: hypothetical protein|unclassified	60.6795553464
UniRef50_UPI0003B3BA9D: cation diffusion facilitator family transporter	60.5604756760
UniRef50_UPI0003B3BA9D: cation diffusion facilitator family transporter|unclassified	60.5604756760
UniRef50_UPI00047856B9: hypothetical protein	60.4594796481
UniRef50_UPI00047856B9: hypothetical protein|unclassified	60.4594796481
UniRef50_UPI0003682EE4: hypothetical protein	60.3379795476
UniRef50_UPI0003682EE4: hypothetical protein|unclassified	60.3379795476
UniRef50_UPI0003B76917: membrane protein	60.2948451483
UniRef50_UPI0003B76917: membrane protein|unclassified	60.2948451483
UniRef50_UPI000472F505: cation transporter	60.1375253390
UniRef50_UPI000472F505: cation transporter|unclassified	60.1375253390
UniRef50_UPI00045E7FD0: membrane protein	60.0267846883
UniRef50_UPI00045E7FD0: membrane protein|unclassified	60.0267846883
UniRef50_A1TZ20: Heavy metal/H+ antiporter, CDF family	59.9673985648
UniRef50_A1TZ20: Heavy metal/H+ antiporter, CDF family|unclassified	59.9673985648
UniRef50_UPI0001FFED6E: hypothetical protein	59.9399831317
UniRef50_UPI0001FFED6E: hypothetical protein|unclassified	59.9399831317
UniRef50_UPI0003608951: hypothetical protein	59.8669143934
UniRef50_UPI0003608951: hypothetical protein|unclassified	59.8669143934
UniRef50_UPI00047AFD2C: hypothetical protein, partial	59.8074509232
UniRef50_UPI00047AFD2C: hypothetical protein, partial|unclassified	59.8074509232
UniRef50_UPI000477413F: regulator	59.7439261651
UniRef50_UPI000477413F: regulator|unclassified	59.7439261651
UniRef50_UPI00047CCA11: hypothetical protein, partial	59.5946561971
UniRef50_UPI00047CCA11: hypothetical protein, partial|unclassified	59.5946561971
UniRef50_UPI00047402B6: hypothetical protein	59.5389603332
UniRef50_UPI00047402B6: hypothetical protein|unclassified	59.5389603332
UniRef50_R1F398: Copper/silver resistance periplasmic protein (Fragment)	59.5074282727
