# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_A0A022GVC0: Transcriptional regulator|unclassified	230.025
UniRef50_UPI0004766ECB: ATPase	229.955
UniRef50_UPI0004766ECB: ATPase|unclassified	229.955
UniRef50_X5GLI6: Copper ABC transporter substrate-binding protein	229.856
UniRef50_X5GLI6: Copper ABC transporter substrate-binding protein|unclassified	229.856
UniRef50_UPI00040669CA: cation transporter	229.497
UniRef50_UPI00040669CA: cation transporter|unclassified	229.497
UniRef50_T2RF31: Cupin domain protein	229.479
UniRef50_T2RF31: Cupin domain protein|unclassified	229.479
UniRef50_UPI00036D3FD1: hypothetical protein	229.352
UniRef50_UPI00036D3FD1: hypothetical protein|unclassified	229.352
UniRef50_UPI00046A69C5: RND transporter MFP subunit	229.281
UniRef50_UPI00046A69C5: RND transporter MFP subunit|unclassified	229.281
UniRef50_H3MGS4	229.107
UniRef50_H3MGS4|unclassified	229.107
UniRef50_UPI000472B9DE: cation transporter	228.99
UniRef50_UPI000472B9DE: cation transporter|unclassified	228.99
UniRef50_UPI0003B6DF95: membrane protein	228.448
UniRef50_UPI0003B6DF95: membrane protein|unclassified	228.448
UniRef50_UPI000463D4AF: hypothetical protein	228.267
UniRef50_UPI000463D4AF: hypothetical protein|unclassified	228.267
UniRef50_UPI00037899B7: hypothetical protein	228.188
UniRef50_UPI00037899B7: hypothetical protein|unclassified	228.188
UniRef50_A5FZE9: Hydroxyacylglutathione hydrolase	228.086
UniRef50_A5FZE9: Hydroxyacylglutathione hydrolase|unclassified	228.086
UniRef50_X2I6E2: Hemolysin D	227.947
UniRef50_X2I6E2: Hemolysin D|unclassified	227.947
UniRef50_Q1ZT59	227.287
UniRef50_Q1ZT59|unclassified	227.287
UniRef50_Q9RX93: Trans-aconitate 2-methyltransferase	226.378
UniRef50_Q9RX93: Trans-aconitate 2-methyltransferase|unclassified	226.378
UniRef50_R4Y8T9: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	226.007
UniRef50_R4Y8T9: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	226.007
UniRef50_UPI000474FDFE: hypothetical protein	225.677
UniRef50_UPI000474FDFE: hypothetical protein|unclassified	225.677
UniRef50_UPI0003686FDD: hypothetical protein	225.225
UniRef50_UPI0003686FDD: hypothetical protein|unclassified	225.225
UniRef50_UPI00036FB43E: hypothetical protein, partial	225.095
UniRef50_UPI00036FB43E: hypothetical protein, partial|unclassified	225.095
UniRef50_UPI000255D0C9: trans-aconitate 2-methyltransferase	225.074
UniRef50_UPI000255D0C9: trans-aconitate 2-methyltransferase|unclassified	225.074
UniRef50_A0A031GAM0	224.979
UniRef50_A0A031GAM0|unclassified	224.979
UniRef50_F0G5V9: RND family efflux transporter MFP subunit (Fragment)	224.258
UniRef50_F0G5V9: RND family efflux transporter MFP subunit (Fragment)|unclassified	224.258
UniRef50_UPI00037A155E: hypothetical protein	224.177
UniRef50_UPI00037A155E: hypothetical protein|unclassified	224.177
UniRef50_UPI0001CBF1B0: hypothetical protein	223.295
UniRef50_UPI0001CBF1B0: hypothetical protein|unclassified	223.295
UniRef50_UPI000479A965: hypothetical protein	223.123
UniRef50_UPI000479A965: hypothetical protein|unclassified	223.123
UniRef50_S3KWD1	223.032
UniRef50_S3KWD1|unclassified	223.032
UniRef50_A0A011N7X0: Putative DMT superfamily transporter inner membrane protein	222.412
UniRef50_A0A011N7X0: Putative DMT superfamily transporter inner membrane protein|unclassified	222.412
UniRef50_UPI0003B30E9B: permease	222.41
UniRef50_UPI0003B30E9B: permease|unclassified	222.41
UniRef50_M4X2A9: Transcriptional regulator	222.126
UniRef50_M4X2A9: Transcriptional regulator|unclassified	222.126
UniRef50_Q3SIB0: Hydroxyacylglutathione hydrolase	222.009
UniRef50_Q3SIB0: Hydroxyacylglutathione hydrolase|unclassified	222.009
UniRef50_W7W8C2	221.429
UniRef50_W7W8C2|unclassified	221.429
UniRef50_A9D0U8: Transporter, drug/metabolite exporter family protein	221.344
UniRef50_A9D0U8: Transporter, drug/metabolite exporter family protein|unclassified	221.344
UniRef50_UPI0003621B43: hypothetical protein, partial	220.838
UniRef50_UPI0003621B43: hypothetical protein, partial|unclassified	220.838
UniRef50_UPI000470F2CB: cation diffusion facilitator family transporter	220.428
UniRef50_UPI000470F2CB: cation diffusion facilitator family transporter|unclassified	220.428
UniRef50_UPI000475F122: hypothetical protein, partial	218.725
UniRef50_UPI000475F122: hypothetical protein, partial|unclassified	218.725
UniRef50_B9TH67	218.471
UniRef50_B9TH67|unclassified	218.471
UniRef50_UPI00046E5396: nodulation protein, partial	216.628
UniRef50_UPI00046E5396: nodulation protein, partial|unclassified	216.628
UniRef50_UPI0003827A94: cation transporter	216.562
UniRef50_UPI0003827A94: cation transporter|unclassified	216.562
UniRef50_UPI0003F6E7B1: permease	216.431
UniRef50_UPI0003F6E7B1: permease|unclassified	216.431
UniRef50_UPI0004668813: hypothetical protein, partial	216.417
UniRef50_UPI0004668813: hypothetical protein, partial|unclassified	216.417
UniRef50_UPI000379CDA7: hypothetical protein	216.1
UniRef50_UPI000379CDA7: hypothetical protein|unclassified	216.1
UniRef50_UPI0004701773: MerR family transcriptional regulator	215.868
UniRef50_UPI0004701773: MerR family transcriptional regulator|unclassified	215.868
UniRef50_UPI000237C8D2: acriflavine resistance protein B	215.805
UniRef50_UPI000237C8D2: acriflavine resistance protein B|unclassified	215.805
UniRef50_UPI000425ACAE: cation transporter	215.777
UniRef50_UPI000425ACAE: cation transporter|unclassified	215.777
UniRef50_Q5ZWS8: Cation efflux system HelB	215.18
UniRef50_Q5ZWS8: Cation efflux system HelB|unclassified	215.18
UniRef50_UPI000395DB48: hemolysin D	215.056
UniRef50_UPI000395DB48: hemolysin D|unclassified	215.056
UniRef50_UPI00036D3829: hypothetical protein	214.973
UniRef50_UPI00036D3829: hypothetical protein|unclassified	214.973
UniRef50_UPI000381A0F0: hypothetical protein	213.813
UniRef50_UPI000381A0F0: hypothetical protein|unclassified	213.813
UniRef50_UPI0002260641: membrane protein	213.605
UniRef50_UPI0002260641: membrane protein|unclassified	213.605
UniRef50_UPI00040DD1FE: RND transporter	212.726
UniRef50_UPI00040DD1FE: RND transporter|unclassified	212.726
UniRef50_UPI0003610479: hypothetical protein	212.152
UniRef50_UPI0003610479: hypothetical protein|unclassified	212.152
UniRef50_UPI00046E6C9A: acetylserine transporter	212.067
UniRef50_UPI00046E6C9A: acetylserine transporter|unclassified	212.067
UniRef50_J8BQQ7	211.966
UniRef50_J8BQQ7|unclassified	211.966
UniRef50_UPI000370EAC4: hypothetical protein	211.618
UniRef50_UPI000370EAC4: hypothetical protein|unclassified	211.618
UniRef50_UPI00041075DB: MULTISPECIES: hypothetical protein	211.593
UniRef50_UPI00041075DB: MULTISPECIES: hypothetical protein|unclassified	211.593
UniRef50_UPI0002E55A49: hypothetical protein	211.315
UniRef50_UPI0002E55A49: hypothetical protein|unclassified	211.315
UniRef50_UPI00037A62DA: hypothetical protein, partial	210.47
UniRef50_UPI00037A62DA: hypothetical protein, partial|unclassified	210.47
UniRef50_K2F2I8	210.437
UniRef50_K2F2I8|unclassified	210.437
UniRef50_UPI0003720BC3: hypothetical protein, partial	210.319
UniRef50_UPI0003720BC3: hypothetical protein, partial|unclassified	210.319
UniRef50_UPI0003618C09: cytochrome C, partial	209.886
UniRef50_UPI0003618C09: cytochrome C, partial|unclassified	209.886
UniRef50_UPI00037A1CCF: hypothetical protein	209.345
UniRef50_UPI00037A1CCF: hypothetical protein|unclassified	209.345
UniRef50_UPI0004723DBB: hypothetical protein	208.967
UniRef50_UPI0004723DBB: hypothetical protein|unclassified	208.967
UniRef50_A3IFE3: YqgX	208.739
UniRef50_A3IFE3: YqgX|unclassified	208.739
UniRef50_A3DC90	208.58
UniRef50_A3DC90|unclassified	208.58
UniRef50_K2DKL9	207.951
UniRef50_K2DKL9|unclassified	207.951
UniRef50_UPI00047111AB: cobalt transporter	207.752
UniRef50_UPI00047111AB: cobalt transporter|unclassified	207.752
UniRef50_Q02541: Sensor protein CopS	207.132
UniRef50_Q02541: Sensor protein CopS|unclassified	207.132
UniRef50_R5DPA9	207.02
UniRef50_R5DPA9|unclassified	207.02
UniRef50_UPI00037C3B84: hypothetical protein	206.722
UniRef50_UPI00037C3B84: hypothetical protein|unclassified	206.722
UniRef50_UPI00047B1130: multidrug transporter AcrB, partial	206.513
UniRef50_UPI00047B1130: multidrug transporter AcrB, partial|unclassified	206.513
UniRef50_UPI0002630830: secretion protein HylD	206.438
UniRef50_UPI0002630830: secretion protein HylD|unclassified	206.438
UniRef50_UPI00035DD175: hypothetical protein	206.381
UniRef50_UPI00035DD175: hypothetical protein|unclassified	206.381
UniRef50_UPI0003B617BA: cobalt-zinc-cadmium resistance protein	206.359
UniRef50_UPI0003B617BA: cobalt-zinc-cadmium resistance protein|unclassified	206.359
UniRef50_UPI000248C344: drug/metabolite transporter (DMT) superfamily protein	206.163
UniRef50_UPI000248C344: drug/metabolite transporter (DMT) superfamily protein|unclassified	206.163
UniRef50_UPI0004667C21: hydroxyacylglutathione hydrolase	206.16
UniRef50_UPI0004667C21: hydroxyacylglutathione hydrolase|unclassified	206.16
UniRef50_UPI00036467E3: hypothetical protein	205.592
UniRef50_UPI00036467E3: hypothetical protein|unclassified	205.592
UniRef50_UPI0004230992: cation diffusion facilitator family transporter	205.354
UniRef50_UPI0004230992: cation diffusion facilitator family transporter|unclassified	205.354
UniRef50_UPI000375878A: hypothetical protein	205.283
UniRef50_UPI000375878A: hypothetical protein|unclassified	205.283
UniRef50_Z2EXX8: HlyD secretion family protein	205.004
UniRef50_Z2EXX8: HlyD secretion family protein|unclassified	205.004
UniRef50_F9WFP8: WGS project CAEQ00000000 data, annotated contig 414	204.635
UniRef50_F9WFP8: WGS project CAEQ00000000 data, annotated contig 414|unclassified	204.635
UniRef50_UPI00046496BB: cadmium transporter	204.23
UniRef50_UPI00046496BB: cadmium transporter|unclassified	204.23
UniRef50_B9XZD0	204.052
UniRef50_B9XZD0|unclassified	204.052
UniRef50_UPI000476188E: hypothetical protein	203.973
UniRef50_UPI000476188E: hypothetical protein|unclassified	203.973
UniRef50_UPI0004633324: cation transporter, partial	203.946
UniRef50_UPI0004633324: cation transporter, partial|unclassified	203.946
UniRef50_UPI00030D80DB: hypothetical protein	202.974
UniRef50_UPI00030D80DB: hypothetical protein|unclassified	202.974
UniRef50_UPI0003682B12: hypothetical protein	202.882
UniRef50_UPI0003682B12: hypothetical protein|unclassified	202.882
UniRef50_UPI000307B527: hypothetical protein	202.511
UniRef50_UPI000307B527: hypothetical protein|unclassified	202.511
UniRef50_UPI00037448C5: hypothetical protein	202.357
UniRef50_UPI00037448C5: hypothetical protein|unclassified	202.357
UniRef50_UPI000375E8B3: hypothetical protein	202.298
UniRef50_UPI000375E8B3: hypothetical protein|unclassified	202.298
UniRef50_UPI0003B3C85F: cation transporter	201.57
UniRef50_UPI0003B3C85F: cation transporter|unclassified	201.57
UniRef50_UPI00036E9E04: hypothetical protein	201.531
UniRef50_UPI00036E9E04: hypothetical protein|unclassified	201.531
UniRef50_UPI0002260C94: MerR family transcriptional regulator	201.5
UniRef50_UPI0002260C94: MerR family transcriptional regulator|unclassified	201.5
UniRef50_UPI000363EBD2: hypothetical protein	201.347
UniRef50_UPI000363EBD2: hypothetical protein|unclassified	201.347
UniRef50_UPI00046AC2A9: hypothetical protein	201.287
UniRef50_UPI00046AC2A9: hypothetical protein|unclassified	201.287
UniRef50_UPI00037BFC6E: hypothetical protein, partial	201.235
UniRef50_UPI00037BFC6E: hypothetical protein, partial|unclassified	201.235
UniRef50_UPI00037F31FC: hypothetical protein	201
UniRef50_UPI00037F31FC: hypothetical protein|unclassified	201
UniRef50_UPI0004706C65: membrane protein	200.997
UniRef50_UPI0004706C65: membrane protein|unclassified	200.997
UniRef50_W1GB39: Permease of the drug/metabolite transporter (DMT) superfamily	200.719
UniRef50_W1GB39: Permease of the drug/metabolite transporter (DMT) superfamily|unclassified	200.719
UniRef50_UPI000249052D: MerR family transcriptional regulator	200.287
UniRef50_UPI000249052D: MerR family transcriptional regulator|unclassified	200.287
UniRef50_J8JPD1	200.139
UniRef50_J8JPD1|unclassified	200.139
UniRef50_A0A022GGZ6: Multidrug DMT transporter permease	199.766
UniRef50_A0A022GGZ6: Multidrug DMT transporter permease|unclassified	199.766
UniRef50_K1UFV0	199.669
UniRef50_K1UFV0|unclassified	199.669
UniRef50_UPI0002896BA9: transcriptional regulator	199.422
UniRef50_UPI0002896BA9: transcriptional regulator|unclassified	199.422
UniRef50_Q4LEN0	198.698
UniRef50_Q4LEN0|unclassified	198.698
UniRef50_UPI0004665E55: MerR family transcriptional regulator	198.685
UniRef50_UPI0004665E55: MerR family transcriptional regulator|unclassified	198.685
UniRef50_UPI000476F303: transcriptional regulator	198.426
UniRef50_UPI000476F303: transcriptional regulator|unclassified	198.426
UniRef50_J9FNH4	198.335
UniRef50_J9FNH4|unclassified	198.335
UniRef50_UPI0002E5B74A: hypothetical protein	197.951
UniRef50_UPI0002E5B74A: hypothetical protein|unclassified	197.951
UniRef50_UPI00037B2FE9: hypothetical protein	197.949
UniRef50_UPI00037B2FE9: hypothetical protein|unclassified	197.949
UniRef50_UPI000371CD83: hypothetical protein, partial	197.569
UniRef50_UPI000371CD83: hypothetical protein, partial|unclassified	197.569
UniRef50_UPI000470E4FD: hypothetical protein	197.053
UniRef50_UPI000470E4FD: hypothetical protein|unclassified	197.053
UniRef50_K1XPH4: Efflux transporter, RND family, MFP subunit	196.667
UniRef50_K1XPH4: Efflux transporter, RND family, MFP subunit|unclassified	196.667
UniRef50_UPI0003959444: multidrug DMT transporter permease	196.636
UniRef50_UPI0003959444: multidrug DMT transporter permease|unclassified	196.636
UniRef50_UPI00047D95E1: acriflavine resistance protein B	196.442
UniRef50_UPI00047D95E1: acriflavine resistance protein B|unclassified	196.442
UniRef50_UPI0002F9778F: hypothetical protein	196.34
UniRef50_UPI0002F9778F: hypothetical protein|unclassified	196.34
UniRef50_Q4UP58: Cation efflux system protein	196.204
UniRef50_Q4UP58: Cation efflux system protein|unclassified	196.204
UniRef50_S3J4H9	196.075
UniRef50_S3J4H9|unclassified	196.075
UniRef50_UPI0003B793ED: hemolysin D, partial	196.001
UniRef50_UPI0003B793ED: hemolysin D, partial|unclassified	196.001
UniRef50_UPI0003B7ADFE: cadmium transporter	195.644
UniRef50_UPI0003B7ADFE: cadmium transporter|unclassified	195.644
UniRef50_UPI00047960DA: RND transporter MFP subunit	194.864
UniRef50_UPI00047960DA: RND transporter MFP subunit|unclassified	194.864
UniRef50_UPI0003AD1FB0: hypothetical protein	194.624
UniRef50_UPI0003AD1FB0: hypothetical protein|unclassified	194.624
UniRef50_UPI00039C791B: chemotaxis protein CheY	194.584
UniRef50_UPI00039C791B: chemotaxis protein CheY|unclassified	194.584
UniRef50_UPI0003B6AC26: cation diffusion facilitator family transporter	194.493
UniRef50_UPI0003B6AC26: cation diffusion facilitator family transporter|unclassified	194.493
UniRef50_S8Q2S3: MerR family transcriptional regulator (Fragment)	194.24
UniRef50_S8Q2S3: MerR family transcriptional regulator (Fragment)|unclassified	194.24
UniRef50_UPI00047BEBE4: transporter	193.581
UniRef50_UPI00047BEBE4: transporter|unclassified	193.581
UniRef50_UPI0002BB79D6: hypothetical protein, partial	193.053
UniRef50_UPI0002BB79D6: hypothetical protein, partial|unclassified	193.053
UniRef50_I9X2V9: HlyD secretion family protein	192.932
UniRef50_I9X2V9: HlyD secretion family protein|unclassified	192.932
UniRef50_Q12BV7: Hydroxyacylglutathione hydrolase	192.769
UniRef50_Q12BV7: Hydroxyacylglutathione hydrolase|unclassified	192.769
UniRef50_D4T1Z2	192.452
UniRef50_D4T1Z2|unclassified	192.452
UniRef50_UPI00031C1E85: hypothetical protein	192.25
UniRef50_UPI00031C1E85: hypothetical protein|unclassified	192.25
UniRef50_W1KLC0	192.131
UniRef50_W1KLC0|unclassified	192.131
UniRef50_UPI0003B6CD2C: histidine kinase	192.123
UniRef50_UPI0003B6CD2C: histidine kinase|unclassified	192.123
UniRef50_UPI00047120C9: RND transporter MFP subunit	191.72
UniRef50_UPI00047120C9: RND transporter MFP subunit|unclassified	191.72
UniRef50_R7U4R7	191.489
UniRef50_R7U4R7|unclassified	191.489
UniRef50_UPI00037D3B19: hypothetical protein	191.001
UniRef50_UPI00037D3B19: hypothetical protein|unclassified	191.001
UniRef50_UPI000408A957: hypothetical protein	190.427
UniRef50_UPI000408A957: hypothetical protein|unclassified	190.427
UniRef50_UPI00035C29DB: hypothetical protein	189.948
UniRef50_UPI00035C29DB: hypothetical protein|unclassified	189.948
UniRef50_UPI0004260CC3: RND transporter	189.398
UniRef50_UPI0004260CC3: RND transporter|unclassified	189.398
UniRef50_UPI000395B7DD: transporter, partial	189.179
UniRef50_UPI000395B7DD: transporter, partial|unclassified	189.179
UniRef50_UPI00041FE5DE: zinc ABC transporter ATPase	188.671
UniRef50_UPI00041FE5DE: zinc ABC transporter ATPase|unclassified	188.671
UniRef50_UPI00046EACF3: hypothetical protein	188.607
UniRef50_UPI00046EACF3: hypothetical protein|unclassified	188.607
UniRef50_D1BND4: Beta-lactamase domain protein	188.4
UniRef50_D1BND4: Beta-lactamase domain protein|unclassified	188.4
UniRef50_W1JFB5: Secretion protein HlyD (Fragment)	188.215
UniRef50_W1JFB5: Secretion protein HlyD (Fragment)|unclassified	188.215
UniRef50_A0M0J5: Secreted protein	187.887
UniRef50_A0M0J5: Secreted protein|unclassified	187.887
UniRef50_B1ZEP2: Efflux transporter, RND family, MFP subunit	187.31
UniRef50_B1ZEP2: Efflux transporter, RND family, MFP subunit|unclassified	187.31
UniRef50_UPI00046706EC: membrane protein	187.039
UniRef50_UPI00046706EC: membrane protein|unclassified	187.039
UniRef50_UPI0004680726: transporter	186.848
UniRef50_UPI0004680726: transporter|unclassified	186.848
UniRef50_UPI00047A9260: membrane protein	186.741
UniRef50_UPI00047A9260: membrane protein|unclassified	186.741
UniRef50_W5X1Z5: MerR family transcriptional regulator	186.644
UniRef50_W5X1Z5: MerR family transcriptional regulator|unclassified	186.644
UniRef50_A9BWM3: Efflux transporter, RND family, MFP subunit	186.372
UniRef50_A9BWM3: Efflux transporter, RND family, MFP subunit|unclassified	186.372
