# Gene Family	SampleAmmonia_assimilation_Abundance-CPM
UniRef50_X1RK56: Marine sediment metagenome DNA, contig: S06H3_S30292 (Fragment)|unclassified	6.69744
UniRef50_K4ICH3: Lipoprotein, leucine rich repeat protein	6.69263
UniRef50_K4ICH3: Lipoprotein, leucine rich repeat protein|unclassified	6.69263
UniRef50_Q2C6F6	6.487
UniRef50_Q2C6F6|unclassified	6.487
UniRef50_R0B353	6.39455
UniRef50_R0B353|unclassified	6.39455
UniRef50_G5HG21	6.17061
UniRef50_G5HG21|unclassified	6.17061
UniRef50_UPI00047808D9: Fis family transcriptional regulator, partial	6.15661
UniRef50_UPI00047808D9: Fis family transcriptional regulator, partial|unclassified	6.15661
UniRef50_X1FJU7: Marine sediment metagenome DNA, contig: S03H2_L05062	6.12959
UniRef50_X1FJU7: Marine sediment metagenome DNA, contig: S03H2_L05062|unclassified	6.12959
UniRef50_UPI00046EA24C: hypothetical protein, partial	6.03589
UniRef50_UPI00046EA24C: hypothetical protein, partial|unclassified	6.03589
UniRef50_X0PW75: Nitrogen regulatory protein P-II	5.99992
UniRef50_X0PW75: Nitrogen regulatory protein P-II|unclassified	5.99992
UniRef50_R0B445	5.99077
UniRef50_R0B445|unclassified	5.99077
UniRef50_R7PQ36	5.90479
UniRef50_R7PQ36|unclassified	5.90479
UniRef50_R5F9Z4	5.87201
UniRef50_R5F9Z4|unclassified	5.87201
UniRef50_Q46T38: EAL	5.68177
UniRef50_Q46T38: EAL|unclassified	5.68177
UniRef50_UPI000381EF9E: hypothetical protein	5.41566
UniRef50_UPI000381EF9E: hypothetical protein|unclassified	5.41566
UniRef50_UPI00047311B0: hypothetical protein, partial	5.4057
UniRef50_UPI00047311B0: hypothetical protein, partial|unclassified	5.4057
UniRef50_UPI0002D67E59: Fis family transcriptional regulator	5.39694
UniRef50_UPI0002D67E59: Fis family transcriptional regulator|unclassified	5.39694
UniRef50_X0QAG0	5.38433
UniRef50_X0QAG0|unclassified	5.38433
UniRef50_UPI000258E2EB: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like	5.38104
UniRef50_UPI000258E2EB: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like|unclassified	5.38104
UniRef50_W5X7H6: Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain)	5.20606
UniRef50_W5X7H6: Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain)|unclassified	5.20606
UniRef50_UPI000379E0C3: hypothetical protein	5.13884
UniRef50_UPI000379E0C3: hypothetical protein|unclassified	5.13884
UniRef50_A6WDP7	5.11108
UniRef50_A6WDP7|unclassified	5.11108
UniRef50_X0YF31: Marine sediment metagenome DNA, contig: S01H1_S29592 (Fragment)	5.05009
UniRef50_X0YF31: Marine sediment metagenome DNA, contig: S01H1_S29592 (Fragment)|unclassified	5.05009
UniRef50_W7LHC6	4.98585
UniRef50_W7LHC6|unclassified	4.98585
UniRef50_X0ZGJ1: Marine sediment metagenome DNA, contig: S01H4_L01648 (Fragment)	4.92365
UniRef50_X0ZGJ1: Marine sediment metagenome DNA, contig: S01H4_L01648 (Fragment)|unclassified	4.92365
UniRef50_R5J0W6	4.86657
UniRef50_R5J0W6|unclassified	4.86657
UniRef50_F8JX33	4.84794
UniRef50_F8JX33|unclassified	4.84794
UniRef50_UPI0001913440: putative amidotransferase, partial	4.80969
UniRef50_UPI0001913440: putative amidotransferase, partial|unclassified	4.80969
UniRef50_UPI00030FA5D5: hypothetical protein	4.66119
UniRef50_UPI00030FA5D5: hypothetical protein|unclassified	4.66119
UniRef50_UPI00037B1BF6: hypothetical protein	4.5127
UniRef50_UPI00037B1BF6: hypothetical protein|unclassified	4.5127
UniRef50_Q4YEC3	4.475
UniRef50_Q4YEC3|unclassified	4.475
UniRef50_G0A597: Adenylate cyclase	4.44748
UniRef50_G0A597: Adenylate cyclase|unclassified	4.44748
UniRef50_A5D2F0: Heterodisulfide reductase, subunit A and related polyferredoxins	4.28303
UniRef50_A5D2F0: Heterodisulfide reductase, subunit A and related polyferredoxins|unclassified	4.28303
UniRef50_X1TNM8: Marine sediment metagenome DNA, contig: S12H4_S07118 (Fragment)	4.26475
UniRef50_X1TNM8: Marine sediment metagenome DNA, contig: S12H4_S07118 (Fragment)|unclassified	4.26475
UniRef50_UPI000421CED2: hypothetical protein	4.24828
UniRef50_UPI000421CED2: hypothetical protein|unclassified	4.24828
UniRef50_R5FYG6	4.2252
UniRef50_R5FYG6|unclassified	4.2252
UniRef50_A1ZD94: Leucine-rich repeat containing protein	4.08933
UniRef50_A1ZD94: Leucine-rich repeat containing protein|unclassified	4.08933
UniRef50_B8HU75: Leucine-rich repeat protein	4.06375
UniRef50_B8HU75: Leucine-rich repeat protein|unclassified	4.06375
UniRef50_M7TEM0	3.82536
UniRef50_M7TEM0|unclassified	3.82536
UniRef50_Q9PE50	3.78427
UniRef50_Q9PE50|unclassified	3.78427
UniRef50_D9WDP6	3.7755
UniRef50_D9WDP6|unclassified	3.7755
UniRef50_X1Q990: Marine sediment metagenome DNA, contig: S06H3_S13138 (Fragment)	3.71153
UniRef50_X1Q990: Marine sediment metagenome DNA, contig: S06H3_S13138 (Fragment)|unclassified	3.71153
UniRef50_C1EDA4: Predicted protein (Fragment)	3.61467
UniRef50_C1EDA4: Predicted protein (Fragment)|unclassified	3.61467
UniRef50_T1WPY8: FeFe-hydrogenase (Fragment)	3.58239
UniRef50_T1WPY8: FeFe-hydrogenase (Fragment)|unclassified	3.58239
UniRef50_V4ILJ4	3.55804
UniRef50_V4ILJ4|unclassified	3.55804
UniRef50_X1KZ61: Marine sediment metagenome DNA, contig: S03H2_S24897 (Fragment)	3.4359
UniRef50_X1KZ61: Marine sediment metagenome DNA, contig: S03H2_S24897 (Fragment)|unclassified	3.4359
UniRef50_UPI0003B42C10: formate dehydrogenase	3.39656
UniRef50_UPI0003B42C10: formate dehydrogenase|unclassified	3.39656
UniRef50_UPI00037E6C98: hypothetical protein	3.37238
UniRef50_UPI00037E6C98: hypothetical protein|unclassified	3.37238
UniRef50_F2Y103: Leucine-rich repeat-containing protein	3.22356
UniRef50_F2Y103: Leucine-rich repeat-containing protein|unclassified	3.22356
UniRef50_UPI0003666FB1: hypothetical protein	3.19584
UniRef50_UPI0003666FB1: hypothetical protein|unclassified	3.19584
UniRef50_D6C7B0: [Fe-Fe] hydrogenase large subunit (Fragment)	3.18492
UniRef50_D6C7B0: [Fe-Fe] hydrogenase large subunit (Fragment)|unclassified	3.18492
UniRef50_UPI0003731FD9: response regulator	3.09464
UniRef50_UPI0003731FD9: response regulator|unclassified	3.09464
UniRef50_A1ZJV7: Leucine-rich repeat containing protein	3.08879
UniRef50_A1ZJV7: Leucine-rich repeat containing protein|unclassified	3.08879
UniRef50_K9WDZ5: Leucine-rich repeat (LRR) protein	3.01444
UniRef50_K9WDZ5: Leucine-rich repeat (LRR) protein|unclassified	3.01444
UniRef50_A0A016PR82	3.00768
UniRef50_A0A016PR82|unclassified	3.00768
UniRef50_K9LBJ6: [Fe-Fe] hydrogenase large subunit (Fragment)	2.93725
UniRef50_K9LBJ6: [Fe-Fe] hydrogenase large subunit (Fragment)|unclassified	2.93725
UniRef50_M6ZQ12: Leucine rich repeat protein	2.92038
UniRef50_M6ZQ12: Leucine rich repeat protein|unclassified	2.92038
UniRef50_U3U605: Fis family GAF modulated sigma54 specific transcriptional regulator	2.90408
UniRef50_U3U605: Fis family GAF modulated sigma54 specific transcriptional regulator|unclassified	2.90408
UniRef50_F0MC09	2.9018
UniRef50_F0MC09|unclassified	2.9018
UniRef50_X1EDP8: Marine sediment metagenome DNA, contig: S01H4_S25603 (Fragment)	2.68342
UniRef50_X1EDP8: Marine sediment metagenome DNA, contig: S01H4_S25603 (Fragment)|unclassified	2.68342
UniRef50_N9RXX1	2.5413
UniRef50_N9RXX1|unclassified	2.5413
UniRef50_D5C0K1	2.47947
UniRef50_D5C0K1|unclassified	2.47947
UniRef50_X1KNB3: Marine sediment metagenome DNA, contig: S03H2_S30154 (Fragment)	2.4563
UniRef50_X1KNB3: Marine sediment metagenome DNA, contig: S03H2_S30154 (Fragment)|unclassified	2.4563
UniRef50_UPI000464AFBF: hypothetical protein	2.44135
UniRef50_UPI000464AFBF: hypothetical protein|unclassified	2.44135
UniRef50_I4WJW4	2.40365
UniRef50_I4WJW4|unclassified	2.40365
UniRef50_U0EBP6	2.21989
UniRef50_U0EBP6|unclassified	2.21989
UniRef50_G2NBE2	2.20427
UniRef50_G2NBE2|unclassified	2.20427
UniRef50_L0GUF8	1.98176
UniRef50_L0GUF8|unclassified	1.98176
UniRef50_X1G3K7: Marine sediment metagenome DNA, contig: S03H2_C02391 (Fragment)	1.95096
UniRef50_X1G3K7: Marine sediment metagenome DNA, contig: S03H2_C02391 (Fragment)|unclassified	1.95096
UniRef50_UPI0002627DBC: hypothetical protein	1.9323
UniRef50_UPI0002627DBC: hypothetical protein|unclassified	1.9323
UniRef50_U1DS73	1.93214
UniRef50_U1DS73|unclassified	1.93214
UniRef50_M3DSF4: Leucine rich repeat protein	1.91139
UniRef50_M3DSF4: Leucine rich repeat protein|unclassified	1.91139
UniRef50_X1S874: Marine sediment metagenome DNA, contig: S12H4_C02488 (Fragment)	1.8935
UniRef50_X1S874: Marine sediment metagenome DNA, contig: S12H4_C02488 (Fragment)|unclassified	1.8935
UniRef50_UPI000369C27E: hypothetical protein	1.63872
UniRef50_UPI000369C27E: hypothetical protein|unclassified	1.63872
UniRef50_L0MJU7	1.62355
UniRef50_L0MJU7|unclassified	1.62355
UniRef50_X0URZ7: Marine sediment metagenome DNA, contig: S01H1_S11050 (Fragment)	1.58621
UniRef50_X0URZ7: Marine sediment metagenome DNA, contig: S01H1_S11050 (Fragment)|unclassified	1.58621
UniRef50_UPI00029CC163: two-component system response regulator HydG, partial	1.57811
UniRef50_UPI00029CC163: two-component system response regulator HydG, partial|unclassified	1.57811
UniRef50_G7QFJ5: Cytoplasmic membrane protein	1.54208
UniRef50_G7QFJ5: Cytoplasmic membrane protein|unclassified	1.54208
UniRef50_T0TR12	1.52391
UniRef50_T0TR12|unclassified	1.52391
UniRef50_H8KZT0	1.51023
UniRef50_H8KZT0|unclassified	1.51023
UniRef50_UPI00047937FE: hypothetical protein	1.28651
UniRef50_UPI00047937FE: hypothetical protein|unclassified	1.28651
UniRef50_A1ST85	1.24261
UniRef50_A1ST85|unclassified	1.24261
UniRef50_T1BHJ6: Protein containing DUF526	1.17984
UniRef50_T1BHJ6: Protein containing DUF526|unclassified	1.17984
